subject_id,anchor_phone_sec,recorder_time_minus_phone_time_sec,envelope_correlation,peak_at_search_boundary,reliable
02,15450.0,-0.5,0.7243637810669687,False,True
02,16050.0,-0.4,0.9599142850981995,False,True
02,16650.0,-0.4,0.973407650847396,False,True
02,17250.0,-0.4,0.9699056853509262,False,True
02,17850.0,-0.30000000000000004,0.9642794598325355,False,True
02,18450.0,-0.30000000000000004,0.9773646765891325,False,True
02,19050.0,-0.30000000000000004,0.9629548974948577,False,True
02,19650.0,-0.2,0.9714739520612091,False,True
02,20250.0,-0.2,0.9808769595510924,False,True
02,20849.2,-0.2,0.9695079438238853,False,True
03,450.0,-2.2,0.6578626601842288,False,True
03,1050.0,-2.2,0.7494136719565606,False,True
03,1650.0,-2.1,0.6670135914985369,False,True
03,2250.0,-2.1,0.7926559149666212,False,True
03,2850.0,-2.1,0.6329732077297612,False,True
03,3450.0,-2.0,0.7590068622966457,False,True
03,4050.0,-2.0,0.8996928377244624,False,True
03,4650.0,-2.0,0.8682306107834303,False,True
03,5250.0,-1.9000000000000001,0.9430782210225924,False,True
03,5850.0,-1.9000000000000001,0.9724329419664998,False,True
03,6450.0,-1.9000000000000001,0.8953445225463341,False,True
03,7050.0,-1.8,0.8196280164338322,False,True
03,7650.0,-1.8,0.8011388250545665,False,True
03,8250.0,-1.7000000000000002,0.8301041297864121,False,True
03,8850.0,-1.7000000000000002,0.753058547235336,False,True
03,9450.0,-5.300000000000001,0.5964488627730359,False,True
03,10050.0,-5.2,0.963644247808625,False,True
03,10650.0,-5.2,0.939539597480991,False,True
03,11250.0,-5.1000000000000005,0.7797086092615635,False,True
03,11850.0,-8.4,0.8471561572020636,False,True
03,12450.0,-8.3,0.8510505915246473,False,True
03,13050.0,-8.3,0.8355792408997428,False,True
03,13650.0,-11.5,0.679576355180231,False,True
03,14250.0,-11.5,0.8397788174812869,False,True
03,14850.0,-11.5,0.81659146035177,False,True
03,15450.0,-18.1,0.6250071230306281,False,True
03,16050.0,-17.900000000000002,0.6823596108061422,False,True
03,16650.0,-21.400000000000002,0.8929702165386086,False,True
03,17250.0,-21.3,0.9572349598583413,False,True
03,17850.0,-21.3,0.8925752137091819,False,True
03,18450.0,-21.200000000000003,0.7724780653866307,False,True
03,19050.0,-21.200000000000003,0.7685941839802954,False,True
03,19650.0,-24.400000000000002,0.7028701708633703,False,True
03,20250.0,-24.400000000000002,0.9599187966641479,False,True
03,20850.0,-24.400000000000002,0.9394791257602544,False,True
03,21450.0,-24.3,0.9429080120683874,False,True
03,21808.0,-24.3,0.9463047761270552,False,True
04,450.0,-0.6000000000000001,0.6873020548916805,False,True
04,1050.0,-0.5,0.7613457947848455,False,True
04,1650.0,-0.5,0.8676433956960976,False,True
04,2250.0,-0.5,0.711211513023927,False,True
04,2850.0,-0.4,0.7216928874525241,False,True
04,3450.0,-0.4,0.8227822588155027,False,True
04,4050.0,-0.4,0.6266616225969954,False,True
04,4650.0,-0.30000000000000004,0.6158284440317917,False,True
04,5250.0,-0.30000000000000004,0.6168307141363776,False,True
04,5850.0,-0.2,0.6259569139182641,False,True
04,6450.0,-0.2,0.7387239058953362,False,True
04,7050.0,-0.2,0.7315520466311328,False,True
04,7650.0,-0.1,0.8177072997249458,False,True
04,8250.0,-0.1,0.7376039487366165,False,True
04,8850.0,0.0,0.5151362489094954,False,True
04,9450.0,0.0,0.6965106333353911,False,True
04,10050.0,0.0,0.655877772292527,False,True
04,10650.0,0.1,0.7134049655911338,False,True
04,11250.0,0.1,0.7598295299181482,False,True
04,11850.0,0.2,0.7660019890496313,False,True
04,12450.0,0.2,0.8101356779208945,False,True
04,13050.0,0.2,0.6823168449226351,False,True
04,13650.0,0.30000000000000004,0.5901194512599732,False,True
04,14250.0,0.30000000000000004,0.7976862233101629,False,True
04,14850.0,0.30000000000000004,0.6587701944024609,False,True
04,15450.0,-6.300000000000001,0.4409707920864763,False,False
04,16050.0,-6.2,0.7009756792645134,False,True
04,16650.0,-6.2,0.7205722849178963,False,True
04,17250.0,-6.1000000000000005,0.7205440868699429,False,True
04,17850.0,-6.1000000000000005,0.7762041495678152,False,True
04,18450.0,-6.1000000000000005,0.710734937526568,False,True
04,19050.0,-6.0,0.5280684052294142,False,True
04,19650.0,-6.0,0.6992606179834477,False,True
04,20250.0,-6.0,0.5698019360604611,False,True
04,20849.2,-5.9,0.6821684683714188,False,True
05,450.0,1.1,0.709761600261679,False,True
05,1050.0,1.2000000000000002,0.7589619824495027,False,True
05,1650.0,1.2000000000000002,0.6447632962493861,False,True
05,2250.0,1.2000000000000002,0.4993862408477983,False,True
05,2850.0,1.3,0.24229037942329684,False,False
05,3450.0,1.3,0.3872701779135609,False,False
05,4050.0,1.3,0.4419825953122924,False,False
05,4650.0,1.4000000000000001,0.5852032087155503,False,True
05,5250.0,1.4000000000000001,0.6261073897719214,False,True
05,5850.0,1.4000000000000001,0.5043403192314923,False,True
05,6450.0,1.5,0.6865346860816722,False,True
05,7050.0,1.5,0.7900337283693902,False,True
05,7650.0,1.5,0.8066754869621746,False,True
05,8250.0,1.6,0.8404999170654285,False,True
05,8850.0,1.6,0.7545070899301258,False,True
05,9450.0,1.7000000000000002,0.7692309202582744,False,True
05,10050.0,1.7000000000000002,0.8400936910730203,False,True
05,10650.0,1.7000000000000002,0.8504481427734615,False,True
05,11250.0,1.8,0.8107687428291197,False,True
05,11850.0,1.8,0.7349976756774127,False,True
05,12450.0,1.8,0.933109946706474,False,True
05,13050.0,1.9000000000000001,0.9366998266903905,False,True
05,13650.0,1.9000000000000001,0.9659985138592412,False,True
05,14250.0,1.9000000000000001,0.9535578984562105,False,True
05,14850.0,2.0,0.9440101994751011,False,True
05,15450.0,2.0,0.6192979466428564,False,True
05,16050.0,-1.2000000000000002,0.9404624780261837,False,True
05,16650.0,-1.2000000000000002,0.9442140633241981,False,True
05,17250.0,-1.1,0.9225662555984319,False,True
05,17850.0,-1.1,0.9395348116636923,False,True
05,18450.0,-1.1,0.9205402789292066,False,True
05,19050.0,-1.0,0.7746633984188738,False,True
05,19650.0,-1.0,0.8574347807604232,False,True
05,20250.0,-1.0,0.9389777696151846,False,True
05,20850.0,-0.9,0.9443560399642558,False,True
05,21450.0,-0.9,0.9603660220244138,False,True
05,21808.0,-0.9,0.9573143745252853,False,True
06,450.0,1.8,0.8735451684761036,False,True
06,1050.0,1.8,0.8596634047671394,False,True
06,1650.0,1.8,0.8590257719992513,False,True
06,2250.0,1.9000000000000001,0.8935550841656205,False,True
06,2850.0,1.9000000000000001,0.8792174912803783,False,True
06,3450.0,2.0,0.8220645424268619,False,True
06,4050.0,2.0,0.8221045176806177,False,True
06,4650.0,2.0,0.8799358136171287,False,True
06,5250.0,2.1,0.8877692506340867,False,True
06,5850.0,2.1,0.8837632431236874,False,True
06,6450.0,2.1,0.8425070040043966,False,True
06,7050.0,2.2,0.8227256021549878,False,True
06,7650.0,2.2,0.779917713955598,False,True
06,8250.0,2.2,0.7182998672094533,False,True
06,8850.0,2.3000000000000003,0.7450741496761405,False,True
06,9450.0,2.3000000000000003,0.7689703411203942,False,True
06,10050.0,2.4000000000000004,0.7517288559597255,False,True
06,10650.0,2.4000000000000004,0.8598067771639957,False,True
06,11250.0,2.4000000000000004,0.889133680078435,False,True
06,11850.0,2.5,0.8173403934408333,False,True
06,12450.0,2.5,0.8443077171122608,False,True
06,13050.0,2.5,0.8470351897831355,False,True
06,13650.0,2.6,0.9194261606694631,False,True
06,14250.0,2.6,0.9575489006686362,False,True
06,14850.0,2.6,0.9342730317421596,False,True
06,15450.0,-0.5,0.5045028941832543,False,True
06,16050.0,-0.5,0.9408466849332662,False,True
06,16650.0,-0.5,0.9063294716240199,False,True
06,17250.0,-0.4,0.9424383808244143,False,True
06,17850.0,-0.4,0.9575751104671225,False,True
06,18450.0,-0.4,0.8701337512149748,False,True
06,19050.0,-0.30000000000000004,0.8388835108430089,False,True
06,19650.0,-0.30000000000000004,0.7825226107943756,False,True
06,20250.0,-0.2,0.6168569295037001,False,True
06,20850.0,-0.2,0.7534246282017891,False,True
06,21450.0,-0.2,0.9161148400876676,False,True
06,21808.0,-0.2,0.9070423324432652,False,True
07,450.0,2.4000000000000004,0.6651662477643829,False,True
07,1050.0,2.5,0.718529512487755,False,True
07,1650.0,2.5,0.5017165188388093,False,True
07,2250.0,2.5,0.6485847181564383,False,True
07,2850.0,2.6,0.5798189006178766,False,True
07,3450.0,2.6,0.6421611541486111,False,True
07,4050.0,2.6,0.5710293079907179,False,True
07,4650.0,2.7,0.6694909301688559,False,True
07,5250.0,2.7,0.6564581874877281,False,True
07,5850.0,2.7,0.40630506519258025,False,False
07,6450.0,2.8000000000000003,0.5956340622518755,False,True
07,7050.0,2.8000000000000003,0.6595798118422865,False,True
07,7650.0,2.9000000000000004,0.7721729476490075,False,True
07,8250.0,2.9000000000000004,0.7771494162772807,False,True
07,8850.0,2.9000000000000004,0.5677210766314778,False,True
07,9450.0,3.0,0.6743741905954928,False,True
07,10050.0,3.0,0.7312013819192702,False,True
07,10650.0,3.0,0.6516400751778539,False,True
07,11250.0,3.1,0.7430337508026282,False,True
07,11850.0,3.1,0.7526773990619446,False,True
07,12450.0,3.1,0.6608619845059068,False,True
07,13050.0,3.2,0.7015445045635582,False,True
07,13650.0,3.2,0.6788240066480803,False,True
07,14250.0,3.3000000000000003,0.5829385274228256,False,True
07,14850.0,3.3000000000000003,0.7583470569505103,False,True
07,15450.0,3.3000000000000003,0.3808680947698521,False,False
07,16050.0,0.1,0.7274485741290739,False,True
07,16650.0,0.1,0.5589953599173626,False,True
07,17250.0,0.2,0.6544497432911749,False,True
07,17850.0,0.2,0.718321168542613,False,True
07,18450.0,0.2,0.5110524661970175,False,True
07,19050.0,0.30000000000000004,0.7517424742366792,False,True
07,19650.0,0.30000000000000004,0.8188023566660623,False,True
07,20250.0,0.30000000000000004,0.6699381911379628,False,True
07,20850.0,0.4,0.5854529815297145,False,True
07,21450.0,0.4,0.4764833143509938,False,True
07,22050.0,0.5,0.6237402860869113,False,True
07,22650.0,0.5,0.7785458060068328,False,True
07,23250.0,0.5,0.6116672464044107,False,True
07,23850.0,0.6000000000000001,0.6560189808236648,False,True
07,24450.0,0.6000000000000001,0.7575649884058565,False,True
07,25050.0,0.6000000000000001,0.6154583526354293,False,True
07,25650.0,0.7000000000000001,0.7306526217578799,False,True
07,26250.0,0.7000000000000001,0.7573174494733206,False,True
07,26850.0,0.7000000000000001,0.6161522183297846,False,True
07,27450.0,0.8,0.7526269130460062,False,True
07,28050.0,0.8,0.6926138547905578,False,True
07,28650.0,0.9,0.5764020998249179,False,True
07,29250.0,0.9,0.772650088429831,False,True
07,29850.0,0.9,0.6626512417204347,False,True
07,30450.0,1.0,0.48724058176647145,False,True
07,31050.0,-2.3000000000000003,0.48966362909461403,False,True
07,31650.0,-2.2,0.6539896225549491,False,True
07,32250.0,-2.2,0.7073287084461324,False,True
07,32850.0,-2.1,0.8635996685280911,False,True
07,33450.0,-2.1,0.7464730905301655,False,True
07,34050.0,-10.200000000000001,0.7939501113029253,False,True
07,34650.0,-10.200000000000001,0.6458893920932166,False,True
07,35250.0,-10.100000000000001,0.7424787940579397,False,True
07,35850.0,-10.100000000000001,0.8221278138345104,False,True
07,36450.0,-10.100000000000001,0.5756888621242512,False,True
07,37050.0,-10.0,0.6838314782952759,False,True
07,37282.8,-10.0,0.676909797500236,False,True
08,450.0,1.2000000000000002,0.7544359927689125,False,True
08,1050.0,1.2000000000000002,0.7550109528600184,False,True
08,1650.0,1.2000000000000002,0.8412367869683584,False,True
08,2250.0,1.3,0.8931165110353736,False,True
08,2850.0,1.3,0.8902197727077394,False,True
08,3450.0,1.3,0.7754087337464936,False,True
08,4050.0,1.4000000000000001,0.8634972799932634,False,True
08,4650.0,1.4000000000000001,0.7645086773092468,False,True
08,5250.0,1.5,0.6005016090553003,False,True
08,5850.0,1.5,0.7392770046135488,False,True
08,6450.0,1.5,0.698748106155077,False,True
08,7050.0,1.6,0.714469361034227,False,True
08,7650.0,1.6,0.7490677243874801,False,True
08,8250.0,1.6,0.873144708142709,False,True
08,8850.0,1.7000000000000002,0.8344113221177287,False,True
08,9450.0,1.7000000000000002,0.8313261079371874,False,True
08,10050.0,1.7000000000000002,0.6832652966397826,False,True
08,10650.0,1.8,0.8225618183276909,False,True
08,11250.0,1.8,0.8396889396755033,False,True
08,11850.0,1.8,0.8670773770781777,False,True
08,12450.0,1.9000000000000001,0.8983960065092401,False,True
08,13050.0,1.9000000000000001,0.9012714264157543,False,True
08,13650.0,1.9000000000000001,0.7985066831400558,False,True
08,14250.0,2.0,0.8024019991894862,False,True
08,14850.0,2.0,0.9084566479539584,False,True
08,15450.0,2.1,0.628793169832742,False,True
08,16050.0,-1.1,0.8736651479089904,False,True
08,16650.0,-1.1,0.8539354675553351,False,True
08,17250.0,-1.0,0.9060933361228105,False,True
08,17850.0,-1.0,0.8911672047268643,False,True
08,18450.0,-1.0,0.7518063255837517,False,True
08,19050.0,-0.9,0.7998166051528276,False,True
08,19650.0,-0.9,0.7338248153933098,False,True
08,20250.0,-0.9,0.6819841072511312,False,True
08,20850.0,-0.8,0.7949896919701405,False,True
08,21450.0,-0.8,0.7198614769285584,False,True
08,22050.0,-0.7000000000000001,0.8436669497087033,False,True
08,22650.0,-0.7000000000000001,0.895526794360807,False,True
08,23250.0,-0.7000000000000001,0.874101644514136,False,True
08,23850.0,-0.6000000000000001,0.8023072639452444,False,True
08,24450.0,-0.6000000000000001,0.8679745198353934,False,True
08,25050.0,-0.6000000000000001,0.8448252465675326,False,True
08,25650.0,-0.5,0.889821833840279,False,True
08,26250.0,-0.5,0.9159065662095094,False,True
08,26850.0,-0.5,0.9145357083830267,False,True
08,27450.0,-0.4,0.9073825059293795,False,True
08,28050.0,-0.4,0.8834580097851578,False,True
08,28650.0,-0.4,0.7482538725552622,False,True
08,29250.0,-0.30000000000000004,0.8819357517728129,False,True
08,29850.0,-0.30000000000000004,0.8805401505371463,False,True
08,30450.0,-0.30000000000000004,0.6580653198223779,False,True
08,31050.0,-3.4000000000000004,0.8164088000394467,False,True
08,31650.0,-3.4000000000000004,0.9120533312782322,False,True
08,32250.0,-3.3000000000000003,0.9026295344434304,False,True
08,32850.0,-3.3000000000000003,0.93508504453584,False,True
08,33450.0,-3.3000000000000003,0.6733938561092406,False,True
08,34050.0,-13.100000000000001,0.8145985569180189,False,True
08,34650.0,-13.100000000000001,0.756018724310823,False,True
08,35250.0,-13.0,0.658002133613756,False,True
08,35850.0,-13.0,0.7912880143801724,False,True
08,36450.0,-13.0,0.7654388197084606,False,True
08,37050.0,-12.9,0.874792833153864,False,True
08,37650.0,-12.9,0.9160845390424147,False,True
08,38250.0,-12.9,0.8723071293860505,False,True
08,38850.0,-12.8,0.8589762662052998,False,True
08,39450.0,-12.8,0.7809087676078985,False,True
08,40050.0,-12.8,0.735034097520029,False,True
08,40650.0,-12.700000000000001,0.8583236648662472,False,True
08,40942.600000000006,-12.700000000000001,0.80340550461516,False,True
09,450.0,1.4000000000000001,0.35190419610860685,False,False
09,1050.0,1.5,0.8276041840271913,False,True
09,1650.0,1.5,0.7304975172226,False,True
09,2250.0,1.6,0.6715872632967921,False,True
09,2850.0,1.6,0.7353453386054659,False,True
09,3450.0,1.6,0.7592865294649137,False,True
09,4050.0,1.7000000000000002,0.6640763914552918,False,True
09,4650.0,1.7000000000000002,0.7537495551311968,False,True
09,5250.0,1.7000000000000002,0.6246005267814242,False,True
09,5850.0,1.8,0.6777596495331561,False,True
09,6450.0,1.8,0.7402183370893628,False,True
09,7050.0,1.8,0.6325114475114739,False,True
09,7650.0,1.9000000000000001,0.7548911101394945,False,True
09,8250.0,1.9000000000000001,0.752746243227913,False,True
09,8850.0,2.0,0.596921021299479,False,True
09,9450.0,2.0,0.7279899391869901,False,True
09,10050.0,2.0,0.8279206636825154,False,True
09,10650.0,2.1,0.8205431624181468,False,True
09,11250.0,2.1,0.7868110393167819,False,True
09,11850.0,2.1,0.7109999344835822,False,True
09,12450.0,2.2,0.5935820631671771,False,True
09,13050.0,2.2,0.6528185778489284,False,True
09,13650.0,2.2,0.7424591367490709,False,True
09,14250.0,2.3000000000000003,0.8202070513985597,False,True
09,14850.0,2.3000000000000003,0.8412125065202655,False,True
09,15450.0,-0.9,0.6379182055586495,False,True
09,16050.0,-0.9,0.7823997147567942,False,True
09,16650.0,-0.9,0.5930837878762332,False,True
09,17250.0,-0.8,0.7083099870406386,False,True
09,17850.0,-0.8,0.6904326864519734,False,True
09,18450.0,-0.7000000000000001,0.595528344817336,False,True
09,19050.0,-0.7000000000000001,0.7043188317871976,False,True
09,19650.0,-0.7000000000000001,0.8040243588722757,False,True
09,20250.0,-0.6000000000000001,0.8272396482519294,False,True
09,20850.0,-0.6000000000000001,0.842361304383279,False,True
09,21450.0,-0.6000000000000001,0.767168119272648,False,True
09,22050.0,-0.5,0.7697351685587197,False,True
09,22650.0,-0.5,0.7362247422034666,False,True
09,23250.0,-0.5,0.6725995780818407,False,True
09,23850.0,-0.4,0.7092588855209278,False,True
09,24450.0,-0.4,0.7330308348940144,False,True
09,25050.0,-0.30000000000000004,0.769302584694186,False,True
09,25650.0,-0.30000000000000004,0.7863786339645955,False,True
09,26250.0,-0.30000000000000004,0.639727748728198,False,True
09,26850.0,-0.2,0.7723106342733325,False,True
09,27450.0,-0.2,0.7971441955933309,False,True
09,28050.0,-0.2,0.5763269266244558,False,True
09,28650.0,-0.1,0.5376804639918801,False,True
09,29250.0,-0.1,0.6436194647494422,False,True
09,29850.0,-0.1,0.6162918330970091,False,True
09,30450.0,0.0,0.5398998539126889,False,True
09,31050.0,-3.2,0.7087177833695201,False,True
09,31650.0,-3.2,0.720670158171893,False,True
09,32250.0,-3.1,0.6374508060801325,False,True
09,32850.0,-3.1,0.7054126296147456,False,True
09,33450.0,-12.9,0.5419668824923389,False,True
09,34050.0,-12.9,0.8223031140280671,False,True
09,34650.0,-12.9,0.7630332016235747,False,True
09,35250.0,-12.8,0.6993794074724413,False,True
09,35850.0,-12.8,0.7669968635201453,False,True
09,36450.0,-12.8,0.8034777611503556,False,True
09,37050.0,-12.700000000000001,0.8062976739934669,False,True
09,37650.0,-12.700000000000001,0.7720060261886278,False,True
09,38250.0,-12.600000000000001,0.631855807256589,False,True
09,38612.5,-12.600000000000001,0.7862829640094493,False,True
10,450.0,-2.4000000000000004,0.7446742453903645,False,True
10,1050.0,-2.3000000000000003,0.8330434618449288,False,True
10,1650.0,-2.3000000000000003,0.5373442037366616,False,True
10,2250.0,-2.3000000000000003,0.46012847528726547,False,True
10,2850.0,-2.2,0.4095039907369611,False,False
10,3450.0,-2.2,0.31658964437856263,False,False
10,4050.0,-2.1,0.4680737781840656,False,True
10,4650.0,-2.1,0.6609343758755459,False,True
10,5250.0,-2.1,0.6342035365254064,False,True
10,5850.0,-2.0,0.6080439634274679,False,True
10,6450.0,-2.0,0.7105582243857731,False,True
10,7050.0,-2.0,0.6801416221372518,False,True
10,7650.0,-1.9000000000000001,0.808164939136981,False,True
10,8250.0,-1.9000000000000001,0.9249529091243897,False,True
10,8850.0,-1.9000000000000001,0.9176971663163703,False,True
10,9450.0,-1.8,0.8187887397992726,False,True
10,10050.0,-1.8,0.8990519408357655,False,True
10,10650.0,-1.8,0.8945718448908497,False,True
10,11250.0,-1.7000000000000002,0.9386111574137156,False,True
10,11850.0,-1.7000000000000002,0.9374586158652664,False,True
10,12450.0,-1.7000000000000002,0.9258285661122233,False,True
10,13050.0,-1.6,0.9307524577097321,False,True
10,13650.0,-1.6,0.9244964127431354,False,True
10,14250.0,-1.5,0.7937929100494313,False,True
10,14850.0,-1.5,0.8409026400653135,False,True
10,15450.0,-8.1,0.5702133889825391,False,True
10,16050.0,-8.0,0.7556179855542832,False,True
10,16650.0,-8.0,0.7051045385840476,False,True
10,17250.0,-8.0,0.6846377894810883,False,True
10,17850.0,-7.9,0.7455352200840158,False,True
10,18450.0,-7.9,0.793913264470587,False,True
10,19050.0,-7.9,0.7845155722197775,False,True
10,19650.0,-7.800000000000001,0.8737562539049346,False,True
10,20250.0,-7.800000000000001,0.9093898942067384,False,True
10,20850.0,-7.800000000000001,0.8736657111678827,False,True
10,21450.0,-7.7,0.8834225024093194,False,True
10,22050.0,-7.7,0.8554630109678621,False,True
10,22650.0,-7.6000000000000005,0.910166401417818,False,True
10,23250.0,-7.6000000000000005,0.9196575896775315,False,True
10,23850.0,-7.6000000000000005,0.846071675102246,False,True
10,24450.0,-7.5,0.8095774989977449,False,True
10,25050.0,-7.5,0.8581731818666604,False,True
10,25650.0,-7.5,0.6408788974268199,False,True
10,26250.0,-7.4,0.7471969148972024,False,True
10,26850.0,-7.4,0.8607187067194678,False,True
10,27450.0,-7.4,0.8295755716868244,False,True
10,28050.0,-7.300000000000001,0.8524753950011862,False,True
10,28650.0,-7.300000000000001,0.8621009488280765,False,True
10,29250.0,-7.2,0.8334504003100281,False,True
10,29850.0,-7.2,0.8738596098459694,False,True
10,30450.0,-7.2,0.5524850860649217,False,True
10,31050.0,-13.700000000000001,0.6894581238258787,False,True
10,31650.0,-13.600000000000001,0.8346832123131671,False,True
10,32250.0,-13.600000000000001,0.8853957752074052,False,True
10,32850.0,-13.600000000000001,0.8650243478851124,False,True
10,33450.0,-13.5,0.6881131866855922,False,True
10,34050.0,-26.6,0.7390843745386496,False,True
10,34650.0,-26.6,0.8056310867486691,False,True
10,35250.0,-26.6,0.8341899357032372,False,True
10,35850.0,-26.5,0.7303176882341267,False,True
10,36450.0,-26.5,0.8051791645912606,False,True
10,37050.0,-26.5,0.7351821031444515,False,True
10,37650.0,-26.400000000000002,0.7869254530123522,False,True
10,38250.0,-26.400000000000002,0.8563907584797283,False,True
10,38850.0,-26.400000000000002,0.7178083461615354,False,True
10,39450.0,-26.3,0.7730958349151625,False,True
10,40050.0,-26.3,0.7642286767021669,False,True
10,40286.8,-26.3,0.6385364470679928,False,True
13,450.0,1.5,0.8500230460249845,False,True
13,1050.0,1.5,0.8915643660484501,False,True
13,1650.0,1.6,0.7945326605456172,False,True
13,2250.0,1.6,0.7405941710899727,False,True
13,2850.0,1.6,0.6121809102980185,False,True
13,3450.0,1.7000000000000002,0.7165134958955964,False,True
13,4050.0,1.7000000000000002,0.7883541547364535,False,True
13,4650.0,1.7000000000000002,0.8381192762733525,False,True
13,5250.0,1.8,0.9402968368934085,False,True
13,5850.0,1.8,0.9378199120903745,False,True
13,6450.0,1.8,0.9568782693776304,False,True
13,7050.0,1.9000000000000001,0.9459919649095785,False,True
13,7650.0,1.9000000000000001,0.9163032299899423,False,True
13,8250.0,1.9000000000000001,0.9352120219734023,False,True
13,8850.0,2.0,0.915818711923309,False,True
13,9450.0,2.0,0.9375151383939276,False,True
13,10050.0,2.0,0.8269124944240761,False,True
13,10650.0,2.1,0.8961405677592781,False,True
13,11250.0,2.1,0.9179079447361158,False,True
13,11850.0,2.1,0.9405461256128345,False,True
13,12450.0,2.2,0.9576389204812161,False,True
13,13050.0,2.2,0.8549353899199212,False,True
13,13650.0,2.2,0.8794482495928874,False,True
13,14250.0,2.3000000000000003,0.9089317419677216,False,True
13,14850.0,2.3000000000000003,0.8130684215881239,False,True
13,15450.0,-0.9,0.7368546403008979,False,True
13,16050.0,-0.9,0.8840100573280556,False,True
13,16650.0,-0.9,0.8142252724224448,False,True
13,17250.0,-0.8,0.7924796958729062,False,True
13,17850.0,-0.8,0.8594153989759942,False,True
13,18450.0,-0.8,0.8105264872807809,False,True
13,19050.0,-0.7000000000000001,0.7881342107753617,False,True
13,19650.0,-0.7000000000000001,0.8264134480074165,False,True
13,20250.0,-0.7000000000000001,0.8285602184671209,False,True
13,20850.0,-0.6000000000000001,0.9044298316025717,False,True
13,21450.0,-0.6000000000000001,0.8691584896264846,False,True
13,22050.0,-0.6000000000000001,0.7967097272083574,False,True
13,22650.0,-0.5,0.8428277561518396,False,True
13,23250.0,-0.5,0.8825293800184633,False,True
13,23850.0,-0.5,0.8979974466508943,False,True
13,24450.0,-0.4,0.9207006625600447,False,True
13,25050.0,-0.4,0.7653908937117756,False,True
13,25650.0,-0.4,0.7584859648907477,False,True
13,26250.0,-0.30000000000000004,0.9031463303175311,False,True
13,26850.0,-0.30000000000000004,0.9697310742529717,False,True
13,27450.0,-0.30000000000000004,0.9508296067362193,False,True
13,28050.0,-0.2,0.970571620738325,False,True
13,28650.0,-0.2,0.9710530161887441,False,True
