subject_id,anchor_center_phone_sec,recorder_time_minus_phone_time_sec,envelope_correlation,fitted_lag_sec,residual_sec,correlation_reliable
20,36703.312,-10.100000000000001,0.8371130829928676,-2.3500000000000014,-7.75,True
21,510.0,-0.9,0.8348500084174003,2.35,-3.25,True
21,5819.48,-0.6000000000000001,0.7722654557696587,0.7250000000000001,-1.3250000000000002,True
21,11128.96,-0.30000000000000004,0.7266573261606277,-0.8999999999999999,0.5999999999999999,True
21,16438.44,-6.6000000000000005,0.6914326979023239,-2.5250000000000004,-4.075,True
21,21747.92,-6.300000000000001,0.791322929799067,-4.15,-2.1500000000000004,True
26,510.0,8.3,0.9012877898159493,11.5,-3.1999999999999993,True
26,10661.928,8.9,0.7708536975631712,8.899999999999999,1.7763568394002505e-15,True
26,20813.856,6.300000000000001,0.98353853345115,6.3,8.881784197001252e-16,True
26,30965.784,3.7,0.7772851903684838,3.7,0.0,True
26,41117.712,-3.9000000000000004,0.9766735716389826,1.0999999999999996,-5.0,True
27,510.0,1.1,0.809702300229473,4.849999999999999,-3.7499999999999987,True
27,9655.832,1.6,0.9601586503462928,0.47499999999999876,1.1250000000000013,True
27,18801.664,-4.4,0.9856179470196453,-3.9000000000000004,-0.5,True
27,27947.496,-3.9000000000000004,0.9693772829581647,-8.275,4.375,True
27,37093.328,-24.700000000000003,0.4584624507776297,-12.650000000000002,-12.05,True
28,510.0,1.4000000000000001,0.7733659545185048,3.5500000000000007,-2.1500000000000004,True
28,9459.304,1.9000000000000001,0.9181705858456919,1.5750000000000006,0.3249999999999995,True
28,18408.608,-0.9,0.6631752379710364,-0.3999999999999999,-0.5000000000000001,True
28,27357.912,-0.4,0.7813975588161763,-2.3750000000000004,1.9750000000000005,True
28,36307.216,-12.0,0.9356681258463304,-4.350000000000001,-7.649999999999999,True
29,510.0,1.5,0.4174983161804086,10.91666666666667,-9.41666666666667,False
29,9347.704,2.1,0.9280414039737102,6.450000000000003,-4.350000000000003,True
29,18185.408,-0.5,0.49035738280191465,1.983333333333336,-2.483333333333336,True
29,27023.112,0.0,0.648540240541488,-2.4833333333333325,2.4833333333333325,True
29,35860.816,-16.900000000000002,0.6073076492107012,-6.949999999999999,-9.950000000000003,True
30,510.0,1.9000000000000001,0.5859541114706791,10.5,-8.6,True
30,12382.136,2.6,0.8480164163120364,3.0666666666666673,-0.46666666666666723,True
30,24254.272,-3.2,0.919731615142854,-4.366666666666665,1.1666666666666652,True
30,36126.408,-25.3,0.7812655805728417,-11.8,-13.5,True
30,47998.544,-24.6,0.2862373105247117,-19.23333333333333,-5.366666666666671,False
31,510.0,2.9000000000000004,0.8216587621939576,8.158333333333335,-5.258333333333335,True
31,11745.368,3.5,0.784300060931675,4.529166666666667,-1.0291666666666668,True
31,22980.736,0.9,0.7674841701148336,0.9000000000000004,-3.3306690738754696e-16,True
31,34216.104,-9.8,0.856228585675768,-2.729166666666666,-7.070833333333335,True
31,45451.472,-9.200000000000001,0.8327584683050749,-6.358333333333334,-2.841666666666667,True
32,510.0,1.3,0.8595439519350425,3.500000000000001,-2.200000000000001,True
32,9037.912,1.8,0.7824915147399787,1.4500000000000006,0.3499999999999994,True
32,17565.824,-1.1,0.6337169050108507,-0.6000000000000001,-0.5,True
32,26093.736,-0.6000000000000001,0.6430117032638911,-2.65,2.05,True
32,34621.648,-11.600000000000001,0.8341137858858078,-4.699999999999999,-6.900000000000002,True
33,510.0,-2.3000000000000003,0.882390460807463,1.4500000000000008,-3.750000000000001,True
33,10036.44,-1.8,0.7995033491000935,-2.925,1.1249999999999998,True
33,19562.88,-7.800000000000001,0.619082499698469,-7.300000000000001,-0.5,True
33,29089.32,-7.300000000000001,0.6239480612504614,-11.675,4.375,True
33,38615.76,-26.400000000000002,0.6651272192111213,-16.050000000000004,-10.349999999999998,True
34,510.0,-216.70000000000002,0.1485560927643155,-165.92499999999998,-50.775000000000034,False
34,9862.4,87.60000000000001,0.07515557694990202,-183.1625,270.7625,False
34,19214.8,-200.4,0.09432955704291027,-200.4,0.0,False
34,28567.199999999997,-174.8,0.05264190390354357,-217.6375,42.83749999999998,False
34,37919.6,-251.8,0.06944236839233559,-234.875,-16.92500000000001,False
35,510.0,227.20000000000002,0.17509586303242866,223.42500000000004,3.7749999999999773,False
35,9849.880000000001,190.4,0.12264532482153964,225.31250000000003,-34.91250000000002,False
35,19189.760000000002,255.20000000000002,0.10235081017823006,227.20000000000002,28.0,False
35,28529.640000000003,-193.3,0.059500661531895455,229.08750000000003,-422.38750000000005,False
35,37869.520000000004,250.9,0.09929709646382781,230.97500000000002,19.924999999999983,False
36,510.0,2.7,0.8645723315441791,4.75,-2.05,True
36,9927.768,3.2,0.7983449019791689,2.9250000000000003,0.2749999999999999,True
36,19345.536,0.6000000000000001,0.9516526561603399,1.1,-0.5,True
36,28763.304,1.1,0.9266182121370695,-0.7249999999999996,1.8249999999999997,True
36,38181.072,-9.200000000000001,0.7453851760098147,-2.55,-6.650000000000001,True
37,510.0,1.3,0.92681665368851,4.600000000000001,-3.3000000000000016,True
37,10801.32,2.0,0.8606652178374642,2.000000000000001,-8.881784197001252e-16,True
37,21092.64,-0.6000000000000001,0.842913004488767,-0.5999999999999996,-4.440892098500626e-16,True
37,31383.96,-3.2,0.8339656003275878,-3.1999999999999993,-8.881784197001252e-16,True
37,41675.28,-14.8,0.7626762902904299,-5.800000000000001,-9.0,True
38,510.0,1.7000000000000002,0.8794891819795159,12.216666666666667,-10.516666666666666,True
