representation,classifier,protocol,metric,filtered_point,baseline_point,point_difference,bootstrap_mean_difference,bootstrap_std,ci95_low,ci95_high,p_value_two_sided,bootstrap_iterations,unit,interpretation
hubert,random_forest,R_S,roc_auc,0.6174096739757978,0.6057484637684635,0.01166121020733435,0.011302764710067798,0.008026857230620367,-0.003427681842455805,0.028253378564118747,0.154,2000,subject,CI includes zero
hubert,random_forest,R_S,mcc,0.0963468485403655,0.09895722491480799,-0.0026103763744424885,-0.003323286697761973,0.017326000412298245,-0.03365078794013747,0.032785493682754276,0.805,2000,subject,CI includes zero
hubert,random_forest,S_R,f1,0.15123707932520836,0.3153368254513511,-0.16409974612614275,-0.16369208016037218,0.02229805186577345,-0.20917983615615096,-0.1207935098211311,0.0,2000,subject,CI excludes zero
hubert,random_forest,S_R,balanced_accuracy,0.514001673808357,0.5243547149257702,-0.010353041117413198,-0.010334452516755147,0.005548481236131319,-0.021266159688653943,0.0009650144171604712,0.068,2000,subject,CI includes zero
hubert,random_forest,S_R,roc_auc,0.5381568169692639,0.5599398276699422,-0.02178301070067834,-0.022317997006212238,0.015593318655462218,-0.05195874273666352,0.009023778129713474,0.155,2000,subject,CI includes zero
hubert,random_forest,S_R,mcc,0.027095143150700815,0.04714255283846827,-0.020047409687767456,-0.020020945694338935,0.013813087772581646,-0.04771307302692276,0.007121654778602382,0.136,2000,subject,CI includes zero
hubert,xgboost,R_R,f1,0.4168863241290351,0.5345519012800357,-0.11766557715100062,-0.11719689621895246,0.015976045600249674,-0.1497784370302633,-0.08764097752532647,0.0,2000,subject,CI excludes zero
hubert,xgboost,R_R,balanced_accuracy,0.550978571817593,0.5647042599395167,-0.013725688121923652,-0.013579277201950925,0.005965935059607643,-0.025708695156991545,-0.0026607852627965685,0.017,2000,subject,CI excludes zero
hubert,xgboost,R_R,roc_auc,0.6091875298087768,0.6141641821426248,-0.004976652333848031,-0.00492660650260299,0.004088544017364065,-0.012994593063957366,0.0033239517216685902,0.228,2000,subject,CI includes zero
hubert,xgboost,R_R,mcc,0.10689478343542454,0.13565607201677954,-0.028761288581355002,-0.028658925329356873,0.012447709328320416,-0.053082075810651115,-0.005559022947816569,0.016,2000,subject,CI excludes zero
hubert,xgboost,S_S,f1,0.43591490455088355,0.5575587846762227,-0.12164388012533911,-0.12164290498145873,0.01757661964715402,-0.15662077211505468,-0.08843325330779465,0.0,2000,subject,CI excludes zero
hubert,xgboost,S_S,balanced_accuracy,0.5704058322893082,0.5953427349061181,-0.02493690261680992,-0.025056718304150915,0.0065492071401490656,-0.03809922577451873,-0.011984475612406472,0.0,2000,subject,CI excludes zero
hubert,xgboost,S_S,roc_auc,0.6343008804965905,0.6410646321985395,-0.0067637517019489835,-0.006946686607400871,0.005522273140838515,-0.01739276980643124,0.0037770857408341014,0.202,2000,subject,CI includes zero
hubert,xgboost,S_S,mcc,0.15123935117860002,0.1985820440411221,-0.04734269286252207,-0.047468136777888616,0.01366903267470059,-0.07429970287748688,-0.02054131458366827,0.0,2000,subject,CI excludes zero
hubert,xgboost,R_S,f1,0.2992427777452887,0.3801848676648889,-0.08094208991960022,-0.08086764558934467,0.02737314996123244,-0.13454742112465198,-0.028582523003057705,0.003,2000,subject,CI excludes zero
hubert,xgboost,R_S,balanced_accuracy,0.5311542767757143,0.546538048762967,-0.015383771987252715,-0.015275417046189158,0.008980075611471449,-0.03309119629854799,0.0019871664480589656,0.08,2000,subject,CI includes zero
hubert,xgboost,R_S,roc_auc,0.6092361476688515,0.6158887444089495,-0.0066525967400979935,-0.0067796291046681965,0.007436852567536825,-0.02090673356477632,0.008148039006422024,0.36,2000,subject,CI includes zero
hubert,xgboost,R_S,mcc,0.07087800794380207,0.10928349658515055,-0.038405488641348476,-0.038338277296780715,0.01958078200511869,-0.07609753094715745,-0.0007358568236832276,0.045,2000,subject,CI excludes zero
hubert,xgboost,S_R,f1,0.16828146796559013,0.36648849396171423,-0.1982070259961241,-0.1979502011057158,0.0248661059647647,-0.24637518427224686,-0.15018954437662274,0.0,2000,subject,CI excludes zero
hubert,xgboost,S_R,balanced_accuracy,0.5169295842151225,0.5417992251451946,-0.024869640930072157,-0.02460526474337174,0.007088193742736664,-0.038922151946681825,-0.011293990362392285,0.0,2000,subject,CI excludes zero
hubert,xgboost,S_R,roc_auc,0.5529909169047488,0.5757007654120311,-0.022709848507282304,-0.022078056255090055,0.01597572033322122,-0.053611389547955635,0.008531460494711913,0.154,2000,subject,CI includes zero
hubert,xgboost,S_R,mcc,0.035055952073820125,0.08787870184827404,-0.05282274977445391,-0.05245588560024802,0.017897194226333287,-0.08823651260704309,-0.018203475583342742,0.002,2000,subject,CI excludes zero
