representation,classifier,protocol,metric,ablation_point,full_fusion_point,point_difference,bootstrap_mean_difference,bootstrap_std,ci95_low,ci95_high,p_value_two_sided,bootstrap_iterations,unit,interpretation
full_minus_data2vec_audio,svm_rbf,S_R,f1,0.3395776219134507,0.3002776476626214,0.03929997425082932,0.03944986801918654,0.00817595401842601,0.02353133365874836,0.05534779501653273,0.0,2000,subject,CI excludes zero
full_minus_data2vec_audio,svm_rbf,S_R,balanced_accuracy,0.5464155333306878,0.535630326808969,0.010785206521718771,0.010776061635675032,0.0024489745139858504,0.006164829698309935,0.015669222560795816,0.0,2000,subject,CI excludes zero
full_minus_data2vec_audio,svm_rbf,S_R,roc_auc,0.5885891340342221,0.5845537286986863,0.004035405335535813,0.004097596978053439,0.00490583496678556,-0.005417358352968739,0.01288883454890156,0.415,2000,subject,CI includes zero
full_minus_data2vec_audio,svm_rbf,S_R,mcc,0.10421341466224368,0.07042261008092886,0.03379080458131482,0.033935387245732244,0.006464638480278658,0.02135087904620152,0.04699317063461361,0.0,2000,subject,CI excludes zero
full_minus_data2vec_audio,mlp,R_R,f1,0.5656062377395714,0.5654573614497161,0.0001488762898552709,0.00037573540802780727,0.009264949294895953,-0.017805607779163762,0.018374098411015425,0.985,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,R_R,balanced_accuracy,0.5776099389858045,0.5676393968931283,0.009970542092676227,0.00985937010087678,0.0072935235907579015,-0.00433025044601739,0.02442801963385693,0.177,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,R_R,roc_auc,0.6210011068151827,0.6168626066818165,0.004138500133366252,0.00389592423370516,0.008901616630309118,-0.014523053814203116,0.02054675447254167,0.65,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,R_R,mcc,0.16511045964096582,0.1458021825215162,0.01930827711944963,0.01907917115879193,0.015806721019713574,-0.011146639116365506,0.0505161582143905,0.22,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,S_S,f1,0.5229711979265648,0.5025136534967626,0.020457544429802188,0.020174027336138774,0.02407137518293003,-0.02757433749442851,0.067199955510194,0.402,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,S_S,balanced_accuracy,0.5882313535883434,0.5748047249333063,0.013426628655037187,0.01332482235587819,0.010382783759149628,-0.007161942188039366,0.03252914733789396,0.216,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,S_S,roc_auc,0.6412952722224656,0.6245613937741804,0.016733878448285222,0.016686789918700654,0.008663726641522288,-0.00012036286691307316,0.03334939404080226,0.054,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,S_S,mcc,0.18522172943705656,0.15343068479065233,0.031791044646404226,0.03155735406311614,0.021074432392517415,-0.009341725352453834,0.07133637913090841,0.138,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,R_S,f1,0.3466381386072879,0.3753025557873346,-0.028664417180046697,-0.027005178873704093,0.028039046983768048,-0.08456826531098947,0.0264259577275952,0.338,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,R_S,balanced_accuracy,0.5303856752709435,0.5365084213369236,-0.006122746065980067,-0.005333486994054327,0.010972729779623998,-0.025602337095763136,0.01701080132675037,0.61,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,R_S,roc_auc,0.5690456417185492,0.5894127854276332,-0.02036714370908399,-0.01935236850812009,0.014405467171268126,-0.04611321757317181,0.010166379408733635,0.167,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,R_S,mcc,0.0656862194341093,0.08533290587085518,-0.019646686436745886,-0.017906103677699837,0.024952954028188187,-0.06593560250968684,0.03303414335681595,0.464,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,S_R,f1,0.4605951196573977,0.29115944683961503,0.16943567281778266,0.16893647252942703,0.020754151909304557,0.1311068489713374,0.21020849044764459,0.0,2000,subject,CI excludes zero
full_minus_data2vec_audio,mlp,S_R,balanced_accuracy,0.5451460151197316,0.5258815813137964,0.019264433805935233,0.01905900222481691,0.007606964773419744,0.00490241969577432,0.0341899994693811,0.007,2000,subject,CI excludes zero
full_minus_data2vec_audio,mlp,S_R,roc_auc,0.579523918946559,0.5656127905833213,0.013911128363237713,0.013790140973152053,0.008815450227335337,-0.002967091353473065,0.03188662832668888,0.121,2000,subject,CI includes zero
full_minus_data2vec_audio,mlp,S_R,mcc,0.09647394922052409,0.06297042067869933,0.033503528541824756,0.03298796823544915,0.019037783299918603,-0.002493364361465092,0.07108177543146668,0.074,2000,subject,CI includes zero
full_minus_data2vec_audio,random_forest,R_R,f1,0.5503926536464301,0.5279695910395414,0.022423062606888644,0.022248585378430975,0.010494389578067235,0.003578496281075688,0.04455634924901653,0.015,2000,subject,CI excludes zero
full_minus_data2vec_audio,random_forest,R_R,balanced_accuracy,0.5741904140580432,0.5679321298744855,0.006258284183557672,0.006272378229473364,0.003418217888302081,-0.0005531724342341384,0.0129329272842524,0.068,2000,subject,CI includes zero
full_minus_data2vec_audio,random_forest,R_R,roc_auc,0.6211566749394443,0.615997160470398,0.005159514469046278,0.005092706716542585,0.005668383560285088,-0.00502154252391532,0.017367063651005748,0.363,2000,subject,CI includes zero
full_minus_data2vec_audio,random_forest,R_R,mcc,0.15770206280893356,0.14472788204753867,0.012974180761394893,0.012978922802427404,0.008162732125360225,-0.0026517917930527234,0.029157466409554147,0.101,2000,subject,CI includes zero
full_minus_data2vec_audio,random_forest,S_S,f1,0.5573665215574651,0.5658965694892013,-0.008530047931736173,-0.008681223149416892,0.009068988009465855,-0.026735370627661636,0.009046179149544302,0.331,2000,subject,CI includes zero
full_minus_data2vec_audio,random_forest,S_S,balanced_accuracy,0.5860696474906758,0.5916149753161518,-0.00554532782547601,-0.005607738426394562,0.003941302977808702,-0.013708717712827695,0.0016788455219903231,0.149,2000,subject,CI includes zero
full_minus_data2vec_audio,random_forest,S_S,roc_auc,0.6305396308781813,0.6317526816496044,-0.0012130507714230854,-0.0013318000578112763,0.004558950000999472,-0.010714629527139242,0.007201421140260693,0.807,2000,subject,CI includes zero
full_minus_data2vec_audio,random_forest,S_S,mcc,0.1790908312042643,0.1920948440703997,-0.013004012866135395,-0.013103584865905349,0.00806345390187066,-0.029352282243216943,0.0017603458069839072,0.088,2000,subject,CI includes zero
