representation,classifier,protocol,folds,feature_dimension,f1_mean,f1_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,mcc_mean,mcc_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std
wav2vec2,mlp,S_R,5,768,0.42654025597999234,0.067822197938782,0.5180510628680628,0.023925648937296567,0.5381182158341595,0.03227901207394809,0.03765755658419193,0.049156454293283275,0.3632263289742711,0.08562141731697234,0.6728757967618545,0.06605350651565914
wav2vec2,mlp,S_S,5,768,0.5294022223473519,0.023229542467204337,0.5622521624885848,0.01634799752763059,0.5971562094764882,0.023349972810847344,0.1260049909179901,0.03311753099966462,0.4912743832389473,0.03225531764910393,0.6332299417382223,0.037614559039691874
wav2vec2,random_forest,R_R,5,768,0.5223577694883647,0.03542830471249129,0.5461883609203031,0.018090968243575718,0.5695917295581067,0.028864328104997707,0.09331739892088195,0.0361585396232642,0.4987448180709217,0.06316905118429203,0.5936319037696844,0.06909311282310575
wav2vec2,random_forest,R_S,5,768,0.20746166833429788,0.10722555050223109,0.5147612525131681,0.017610242698584598,0.5710751308943243,0.021945533782236265,0.03934372232560328,0.05603434602867908,0.1333929091743053,0.07360245528111072,0.896129595852031,0.05571796760467436
wav2vec2,random_forest,S_R,5,768,0.4596578513671018,0.07707613143468686,0.52565310949328,0.015727423078017284,0.5404620796647477,0.019307307222524002,0.053404087310964465,0.03296888029744522,0.4148468779905369,0.11831068194134962,0.6364593409960232,0.10527861410509669
wav2vec2,random_forest,S_S,5,768,0.5171673653952453,0.04789612736246193,0.5581824951218284,0.024426016746373343,0.5883379104647893,0.029369141861172753,0.11821746387976406,0.04843928533032267,0.4761468336480782,0.06998832145850874,0.6402181565955785,0.04994326167238797
wav2vec2,svm_rbf,R_R,5,768,0.5374930801242386,0.02282749835313999,0.5455748512652955,0.030725654781350174,0.5696773189901532,0.04275754214762021,0.09144773542334819,0.061743010783653594,0.5264188149277553,0.02767878326346047,0.5647308876028355,0.06274125122463796
wav2vec2,svm_rbf,R_S,5,768,0.2067509051896835,0.15347262536128384,0.516349598636045,0.021952934241998828,0.5624129987025285,0.02729582574641341,0.04545007067795261,0.060621924031621546,0.1427402619366006,0.12725641413882108,0.8899589353354894,0.0986338641505052
wav2vec2,svm_rbf,S_R,5,768,0.45006518613896623,0.05191180395434015,0.522789017392691,0.0160575638934924,0.5416792115277739,0.018094259283496263,0.047468901482474485,0.034026184443336854,0.39441407209484536,0.07423054794616647,0.6511639626905368,0.06901725361933654
wav2vec2,svm_rbf,S_S,5,768,0.5459960610375444,0.02538820598270044,0.5707319785886519,0.009441186032015627,0.6036741318412308,0.016197265342649043,0.1427691635641685,0.0187537197863265,0.5170044508958493,0.0500305160886468,0.6244595062814543,0.045701590963911375
wav2vec2,xgboost,R_R,5,768,0.5237423494129103,0.037799787200236794,0.5438061583748952,0.021950405611615147,0.5679472429163646,0.030037298863155752,0.08842581419952611,0.043910946800133695,0.5042599050200784,0.06695472072203852,0.5833524117297121,0.07096001006699142
wav2vec2,xgboost,R_S,5,768,0.19438434060128684,0.12367040527654122,0.5168018890495747,0.02806478782508626,0.5614067782846275,0.04581474301064111,0.047732433353080715,0.0793735895515505,0.12445674477534455,0.08525358056355753,0.9091470333238046,0.05973457083116739
wav2vec2,xgboost,S_R,5,768,0.47399840521022263,0.0768606778811677,0.5359578528905058,0.018429327211610676,0.5484755749611661,0.0204940874674084,0.07482996177223158,0.03802334233176821,0.4297556437075037,0.12465787003337159,0.6421600620735081,0.10555223205584117
wav2vec2,xgboost,S_S,5,768,0.5362209786958696,0.028205379586404872,0.5647428243826,0.01587069902448061,0.5988318221630691,0.021983130116791753,0.13070022549291327,0.031677693625787,0.503697874499283,0.04608146116435252,0.6257877742659169,0.03746581073432196
wavlm,mlp,R_R,5,768,0.5338309582117609,0.04123160546791932,0.5497535121710627,0.015795296941416678,0.5800044494916268,0.022983216866285863,0.10078925231426576,0.031006223266929124,0.5198594129170913,0.08613355213750085,0.5796476114250341,0.09835594028632166
wavlm,mlp,R_S,5,768,0.42303530770680925,0.056222085900558945,0.5327171255236853,0.01240939210722215,0.5627916334805941,0.02948649374966021,0.0723927487357785,0.028957323974278436,0.3477700180984308,0.08174180851753338,0.71766423294894,0.09071019953305344
wavlm,mlp,S_R,5,768,0.5167452667876112,0.05131488561392471,0.5274650376514787,0.027719530270945866,0.5354190076864227,0.03416041718364025,0.05500688641432187,0.05549637713668512,0.5087544484809313,0.07949708142925968,0.546175626822026,0.058818043957952794
wavlm,mlp,S_S,5,768,0.5259725394888821,0.04507670060530647,0.56684440499075,0.017299255361705033,0.6072831251978177,0.02650696970596835,0.13642313527359567,0.0341036559021691,0.4843356768285159,0.07681911809976551,0.6493531331529842,0.0658308717721424
wavlm,random_forest,R_R,5,768,0.5504499242540393,0.0280098073801842,0.5549562579560491,0.019426230980058887,0.5833267763951739,0.019957921310393666,0.11060836574748474,0.038350903083247664,0.5471259940462192,0.0671624183732554,0.5627865218658792,0.08557125434805637
wavlm,random_forest,R_S,5,768,0.3149669246005452,0.08537346763658607,0.5321890977206195,0.018467248070364723,0.6011492222353163,0.032505858627560724,0.07959451861258672,0.04001627628226067,0.22078869079956837,0.07551728187162342,0.8435895046416704,0.03949538590260422
wavlm,random_forest,S_R,5,768,0.5414138964325405,0.020069827286659986,0.5346657211283589,0.022303943899441278,0.5554349144427108,0.03535244668480826,0.06951878281430976,0.04444882210721769,0.5489233591691739,0.046953641689013684,0.5204080830875438,0.07077613105235903
wavlm,random_forest,S_S,5,768,0.5682818493395307,0.010809281230928345,0.5802095201308723,0.00568946089971244,0.6229614686989753,0.008656058787783631,0.1609584311900984,0.011796914152779366,0.5516184258431737,0.03034453634583283,0.6088006144185711,0.036635218789336205
wavlm,svm_rbf,R_R,5,768,0.5565946762869903,0.01606655778221401,0.5649893590292968,0.02037600462034858,0.6019016802970334,0.026333302997430863,0.13071993667834766,0.04074563809042641,0.546005595249291,0.04792475147914882,0.5839731228093028,0.0761539681107691
wavlm,svm_rbf,R_S,5,768,0.33472086809822016,0.11598914715599744,0.5352713720773258,0.016869052222679662,0.5920864413131108,0.026962841579806225,0.08811903567830627,0.04002319713178667,0.24823511762740508,0.11925786657681157,0.8223076265272466,0.09922242040839249
wavlm,svm_rbf,S_R,5,768,0.5203291687700649,0.06781329025180585,0.5387202749322956,0.037291900583958607,0.5627502720516511,0.0413518306293517,0.0780561297143791,0.07443175010101477,0.5059247126956412,0.09820746969468759,0.5715158371689503,0.07202831928318029
wavlm,svm_rbf,S_S,5,768,0.5354721691994013,0.013735459204895228,0.5778905758569707,0.00622568774127512,0.6323992497517151,0.010714011091052997,0.15886754401225384,0.014236839261913308,0.4858318640956979,0.028267602212188315,0.6699492876182436,0.03708993434899023
wavlm,xgboost,R_R,5,768,0.5519034369212779,0.02277404542033317,0.5567187115679928,0.012191556526866815,0.5885300196756327,0.016886240832637102,0.11395681957761168,0.023968817358554093,0.5470096391998027,0.05421414485861355,0.5664277839361828,0.06394877550116593
wavlm,xgboost,R_S,5,768,0.33511758476466597,0.086967472463239,0.5324016127814026,0.01576487706683159,0.5962824218661801,0.03264113829515065,0.07899938855896255,0.03181124514486783,0.24397578601751918,0.09773105107483288,0.8208274395452861,0.07206283225323386
wavlm,xgboost,S_R,5,768,0.5312708935230781,0.03278209355190416,0.5349310988646101,0.02200887846849414,0.558160968358948,0.026840401042932734,0.06994991525168451,0.04403025177963701,0.5263695273493567,0.043346960731935905,0.5434926703798634,0.025768934528185263
wavlm,xgboost,S_S,5,768,0.5775458001496897,0.016934245675856194,0.5856077037863668,0.010761656003926532,0.6277122775353254,0.011707507843929904,0.17164153028062362,0.02163182854247676,0.5656485735750876,0.03514898857447039,0.6055668339976463,0.03504230738882709
