representation,classifier,protocol,folds,feature_dimension,f1_mean,f1_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,mcc_mean,mcc_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std
data2vec_spectrogram,xgboost,R_S,5,768,0.18343139404735123,0.05987096415356477,0.5228895891213647,0.013385464609442796,0.6146708960932709,0.06247847269238232,0.07965337426182283,0.04687325246658485,0.10870145788268464,0.038706684531469915,0.9370777203600447,0.025696092092708792
data2vec_spectrogram,xgboost,S_R,5,768,0.3813838055698573,0.1570019104933474,0.5315634490340886,0.025467953992913104,0.569375066677009,0.023933559233485287,0.07130553180616836,0.048487701029846564,0.32525990136226357,0.21299550337645598,0.7378669967059136,0.16727895484912145
data2vec_spectrogram,xgboost,S_S,5,768,0.545300605213189,0.04206937644406359,0.5829121590556927,0.013895461797966614,0.6263850235900124,0.01481139902660488,0.16898089707367103,0.026996738877041505,0.5033793756409609,0.07577744737671206,0.6624449424704247,0.05692679255713503
full_fusion,mlp,R_R,5,3840,0.5659998604462553,0.04085201030525959,0.5717016104797559,0.026376972074975646,0.6116648154160413,0.037384020600268464,0.14435644745158252,0.052165321560115475,0.5616963775301518,0.07791705226955001,0.5817068434293601,0.07625001264845546
full_fusion,mlp,R_S,5,3840,0.4112050442506427,0.1311064339594462,0.5365317639604278,0.024183819652377467,0.5858636189729591,0.03294001480743495,0.08009082473632799,0.045855969262369574,0.34385632802023364,0.1405617620640486,0.7292071999006218,0.11023868831778394
full_fusion,mlp,S_R,5,3840,0.32693146238919074,0.11626929877187286,0.5284171626199741,0.02063439676148517,0.5607464276982249,0.0373951904641214,0.06590529289102287,0.04640172301391205,0.24098357405852094,0.10568755980091223,0.8158507511814271,0.07053842802732707
full_fusion,mlp,S_S,5,3840,0.5161183781062424,0.06811133702777454,0.5774915654081841,0.033470145669261986,0.627379158370994,0.040765876477944274,0.1603015401866083,0.06499636775427892,0.45751936797203774,0.09762503988587876,0.6974637628443308,0.057003322314424315
full_fusion,random_forest,R_R,5,3840,0.5411021478408313,0.011502100083204249,0.5707327741797852,0.018787330317673757,0.6166311997486685,0.02771294464385145,0.14372042900812615,0.038564619939395806,0.5065371434966437,0.047161710842705686,0.6349284048629267,0.08166142859857421
full_fusion,random_forest,R_S,5,3840,0.2556386443307013,0.05714209717531414,0.5255879266907624,0.008684388411483265,0.6022636836697204,0.034559475947828475,0.07399861368864094,0.02087357147673445,0.16521565592915,0.046348745690491265,0.8859601974523746,0.03641631817788299
full_fusion,random_forest,S_R,5,3840,0.31918722748808526,0.08917144562006273,0.5299748353747977,0.013753889872054767,0.5820851158998013,0.03074475768737155,0.0747634996381053,0.027830931589461937,0.22780195059793237,0.08753455432233635,0.8321477201516629,0.06433823368666523
full_fusion,random_forest,S_S,5,3840,0.5741272557524908,0.017770722958635476,0.5977066752600779,0.012440628914540787,0.6437854346876837,0.013639171912178477,0.19683458383981897,0.024808102584400617,0.5414713002306647,0.029727118358416387,0.6539420502894913,0.02958104094796421
full_fusion,svm_rbf,R_R,5,3840,0.5647057206573403,0.027666232173525453,0.5822842339084535,0.020565748492213536,0.627220558742515,0.0285415465880006,0.16578234845267495,0.04125117371253646,0.5427045430348179,0.05404067392718562,0.6218639247820894,0.058407443001944025
full_fusion,svm_rbf,R_S,5,3840,0.26423646028271736,0.12968815788439328,0.5256142142711364,0.04129944770057961,0.579206229057975,0.03800573028482883,0.06153050016662992,0.09321299720637671,0.18053506631222804,0.11236106631443425,0.8706933622300447,0.040806715532672205
full_fusion,svm_rbf,S_R,5,3840,0.37115625528921264,0.06997664500825673,0.5459697115958617,0.005213480820598633,0.6019284748962287,0.010504739458147408,0.11183963914329438,0.007949290491595066,0.2737502305892182,0.07844751053138735,0.8181891926025052,0.06937182411374408
full_fusion,svm_rbf,S_S,5,3840,0.569840408401572,0.04540071880692393,0.5986718300528613,0.025627766993834632,0.6528662036445454,0.024970122952782444,0.19975398040419418,0.05000124140182336,0.5344989941707434,0.07144907948321516,0.6628446659349793,0.053577515070465126
full_fusion,xgboost,R_R,5,3840,0.5455741208388394,0.021011269736748932,0.5751204362281306,0.016835376291847916,0.6221947290222174,0.023972689716249437,0.15267523574718395,0.03466402983019622,0.5113191287466768,0.05661072534208133,0.6389217437095843,0.07938695299272547
full_fusion,xgboost,R_S,5,3840,0.2519250001059365,0.10849406973716863,0.5277212743948075,0.025671564899636165,0.6111464030563354,0.04390142619269377,0.07765773462619557,0.05767568030041748,0.16621401081136444,0.08649419764435683,0.8892285379782507,0.05033699705976776
full_fusion,xgboost,S_R,5,3840,0.30009100864596394,0.12796681253461548,0.5291181399811471,0.017798874163083938,0.577966710263549,0.021284604860032637,0.07680683443305886,0.03381285261108734,0.2189327716133674,0.13616994978400027,0.8393035083489266,0.10965423886164496
full_fusion,xgboost,S_S,5,3840,0.5758922751633475,0.01686491241914445,0.6010158098691201,0.012822751879000688,0.6530367298585669,0.018622027646357477,0.20370599812509854,0.025726267421309592,0.5410136411650882,0.03141162643522335,0.661017978573152,0.029834167155294418
full_fusion_v2,mlp,R_R,5,3072,0.5436921876590964,0.03199241828460573,0.5634134635339518,0.014102096633098015,0.602407649651002,0.01906089373596923,0.12845699085527865,0.028447337010074927,0.5236501328636747,0.076021982021972,0.603176794204229,0.08426816160698586
full_fusion_v2,mlp,R_S,5,3072,0.41420091084513794,0.16161312790457144,0.546891414769122,0.01873167855428264,0.5958010495097973,0.017649088217215496,0.109355316155018,0.0267535365978113,0.36259939284153264,0.21419997067820876,0.731183436696711,0.19018159553413228
full_fusion_v2,mlp,S_R,5,3072,0.3153924463602028,0.12815326232963142,0.5267281756437678,0.01658387492332232,0.5867609697662817,0.015807007505679243,0.06761070317299336,0.03229060911084736,0.2344397560013653,0.12300417496962947,0.8190165952861704,0.10755997300763119
full_fusion_v2,mlp,S_S,5,3072,0.5362811349218608,0.028349780226152168,0.5705342788655039,0.02110880622326972,0.622871538517476,0.030538273005877026,0.14326282577195334,0.0432193915006739,0.4962967212027006,0.042445984898565055,0.6447718365283073,0.05342580682320096
full_fusion_v2,random_forest,R_R,5,3072,0.5330016195236353,0.02603157274979043,0.5707602745408387,0.015146845155850503,0.6088965812534534,0.024499038715357736,0.14511476951170424,0.031796477217525716,0.4930615185631648,0.07306014188065166,0.6484590305185124,0.09734966759316355
full_fusion_v2,random_forest,R_S,5,3072,0.33469254039640167,0.06787450165389747,0.5399475616545638,0.01499325063374136,0.6087634014157268,0.021546510563291536,0.10114226601412671,0.030540884868428236,0.235904627083803,0.06810300760627154,0.8439904962253246,0.04844795956706309
full_fusion_v2,random_forest,S_R,5,3072,0.32319313331406974,0.07383027379936849,0.5278046310660973,0.008395337368835404,0.5847089910452983,0.01669780798451783,0.06998354159804117,0.01751516453554989,0.23104388868496423,0.07289601401253229,0.8245653734472306,0.06250969848670519
full_fusion_v2,random_forest,S_S,5,3072,0.5647407996566423,0.043613649481059114,0.5920523766541432,0.02157542465540343,0.6421819252855478,0.016249031781397142,0.18604662088150753,0.041968639082809525,0.5319296160041506,0.06979106533901826,0.652175137304136,0.048525471884203
full_fusion_v2,svm_rbf,R_R,5,3072,0.558771672779906,0.035783492450679556,0.5734834240184552,0.02280546092945643,0.6183640626053732,0.028178402650182195,0.14811633229575977,0.0461996523337677,0.5419894859678642,0.06717989182910178,0.6049773620690461,0.05789974649594581
full_fusion_v2,svm_rbf,R_S,5,3072,0.24082048074796095,0.11475115234668502,0.5254436763265622,0.03531377091031759,0.585790915934141,0.03419550607469196,0.06690373933405103,0.08447137179962359,0.15762619201976666,0.09395302402217845,0.8932611606333577,0.030653660251189242
full_fusion_v2,svm_rbf,S_R,5,3072,0.3985325360422565,0.053050891832455246,0.5502355474404574,0.007061367682298506,0.6083239724143792,0.013402837866456095,0.11682218527174024,0.012508718020714639,0.30130122524279257,0.06023989303322702,0.7991698696381224,0.05209032823517148
full_fusion_v2,svm_rbf,S_S,5,3072,0.5770610451632627,0.03287709090231492,0.5978329372298714,0.018040883598483198,0.6491333028569057,0.024459910150152146,0.1973441999779698,0.03550103825360668,0.5502788043211806,0.061155119817970956,0.6453870701385622,0.05164521546793396
full_fusion_v2,xgboost,R_R,5,3072,0.5323435295076624,0.02925352947598138,0.5670214483729995,0.01086979792484417,0.6086476509520935,0.017629249704804475,0.1369242622835963,0.022298130412521756,0.4964364971974927,0.07537006396465022,0.6376063995485064,0.09048549612072859
full_fusion_v2,xgboost,R_S,5,3072,0.3008739741839023,0.09200531885882669,0.5313795265859764,0.01951668497983544,0.5954827445696246,0.03069321494644701,0.08386568054332628,0.04325106439779584,0.2092145610162104,0.08569002513053943,0.8535444921557425,0.07429507171345544
full_fusion_v2,xgboost,S_R,5,3072,0.3563813242765673,0.09011836577196372,0.5371222063767067,0.0070524627414367165,0.5899201055274805,0.012626560654427318,0.09309068940731394,0.020411006437786164,0.2667504384844282,0.10498220795089414,0.807493974268985,0.10481217204600717
full_fusion_v2,xgboost,S_S,5,3072,0.5876994451068982,0.01611208351047754,0.6021381405297033,0.011194247818571926,0.6540946384786506,0.01871432365007818,0.20513976046242882,0.022417700756426035,0.5663074018545137,0.03449294257260709,0.637968879204893,0.03683374706839543
hubert,mlp,R_R,5,768,0.5353826873512879,0.045620403827378954,0.5668943949624962,0.020156465620788915,0.6083693383988417,0.030543115904509702,0.1369257750062173,0.03996856018713216,0.5060283384842517,0.09435127227673218,0.6277604514407407,0.1110135837636652
hubert,mlp,R_S,5,768,0.4182861415864794,0.09635934178411573,0.5436246129051672,0.018051034075110228,0.5777598064296359,0.020507688259590522,0.09615840210520862,0.03552416373821357,0.3420623339577266,0.1191621739856428,0.7451868918526076,0.09200379203468932
hubert,mlp,S_R,5,768,0.3945991786714004,0.1040317710829674,0.53437280940727,0.028153625986269876,0.5786308246807478,0.04205505824647616,0.0757910623684905,0.054475341319601404,0.31773533796498943,0.12782230875552297,0.7510102808495505,0.08991579376649692
hubert,mlp,S_S,5,768,0.5525475264231747,0.038817019849123995,0.5798803999429465,0.022727235161563074,0.623907948080081,0.03058275487801467,0.16200292662816307,0.04613306608581946,0.5210483947958343,0.06729146235752395,0.6387124050900588,0.07039041528700785
hubert,random_forest,R_R,5,768,0.5432777541159972,0.03143778740516392,0.5650979509386723,0.022928281766712848,0.605618519274689,0.03133418098480518,0.13240462754597065,0.04587993229737607,0.5211349114634676,0.081518137982111,0.6090609904138771,0.11289311711084639
hubert,random_forest,R_S,5,768,0.41455697810282255,0.11700105193170765,0.5473264983925501,0.02536666896420388,0.6111134073380262,0.0154445586236929,0.10369278559604873,0.04721612543023374,0.3389308628898344,0.13695171310480225,0.7557221338952658,0.09303569864757757
hubert,random_forest,S_R,5,768,0.3667355808573901,0.07931438534573634,0.5344801134659629,0.010255468342507203,0.575945229735533,0.04342370333284764,0.08185585926120453,0.01967070117769692,0.2764122427253467,0.081176716102665,0.7925479842065793,0.0699753952345487
hubert,random_forest,S_S,5,768,0.5585870210238804,0.041386086642947933,0.5964189528941657,0.02748281693842764,0.6500155270563291,0.03469398009934733,0.19628965393428038,0.055448832708059136,0.5125504234530801,0.06330401683975545,0.6802874823352514,0.05026470499120152
hubert,svm_rbf,R_R,5,768,0.589341574069289,0.02279177236895915,0.5838606294429733,0.036328011040291375,0.6280402817179491,0.04248250053345898,0.16883189915992658,0.07216184044300782,0.5972478934960581,0.06380332420729452,0.5704733653898885,0.11745949996524992
hubert,svm_rbf,R_S,5,768,0.3226177811827674,0.1550311277484028,0.535929046297993,0.03500474902163297,0.5886896788925997,0.028803355560039563,0.08562339247760861,0.06819999189679403,0.24285150897165625,0.14791612944822186,0.8290065836243297,0.09184659667784492
hubert,svm_rbf,S_R,5,768,0.45385606189817984,0.08345251434688979,0.5652976667176312,0.028511812950607212,0.6059544514802921,0.03710644756844349,0.14308582082116436,0.055849291793281707,0.36964050500038487,0.09769438065865692,0.7609548284348775,0.06828364498109979
hubert,svm_rbf,S_S,5,768,0.5772025528484926,0.05093524423509362,0.6060859121488635,0.030472997620307866,0.6599203420783898,0.03298813638847741,0.21457697205849158,0.05961277706066713,0.5412418481058224,0.07741508593988929,0.6709299761919049,0.04162426820022534
hubert,xgboost,R_R,5,768,0.5558969813482534,0.03669882652539977,0.5723141723334332,0.026722131878146226,0.6157873038133407,0.03298946604808233,0.1466140719644083,0.05269664875534439,0.5395413478313028,0.08677719457781082,0.6050869968355634,0.11009398187527492
hubert,xgboost,R_S,5,768,0.43773886882045654,0.0848840116852823,0.5604273339194892,0.03329422988074685,0.6184834801427666,0.04129251499613268,0.1327514972297503,0.06472021950846878,0.35065971604519464,0.10283365991467106,0.7701949517937837,0.05863487905598644
hubert,xgboost,S_R,5,768,0.41893044655544986,0.08759856490385645,0.5510628376416277,0.008420749114394013,0.5881143354880194,0.029384459218495425,0.11722245862254703,0.017021338710886482,0.33490733260476147,0.11021924307721132,0.767218342678494,0.10481627044426144
hubert,xgboost,S_S,5,768,0.5760169943587308,0.03492671741552573,0.602341471929221,0.024723666818633593,0.6532675809643689,0.03299920668916109,0.20651827898282898,0.04917411132920039,0.540406747381382,0.04999740771838708,0.66427619647706,0.030394231110103222
wav2vec2,mlp,R_R,5,768,0.5355288328670909,0.04451336731424441,0.5443336132895052,0.014106660305691106,0.5652066528151144,0.03322086292824845,0.09015785939270267,0.029698992514417495,0.529803796559736,0.08441454621486848,0.5588634300192747,0.09257268762852862
wav2vec2,mlp,R_S,5,768,0.30847984096850034,0.08799070277299134,0.5299207899275531,0.02610902441700434,0.549651145787373,0.03571149127330389,0.07565665657051587,0.06770228612052309,0.21514448860509808,0.08040272540447255,0.8446970912500081,0.056687743205759165
