representation,classifier,feature_dimension,f1_R_R,f1_S_S,f1_R_S,f1_S_R,f1_gap_R_to_S,f1_gap_S_to_R,f1_mean_matched,f1_mean_cross_device,f1_mean_device_gap,balanced_accuracy_R_R,balanced_accuracy_S_S,balanced_accuracy_R_S,balanced_accuracy_S_R,balanced_accuracy_gap_R_to_S,balanced_accuracy_gap_S_to_R,balanced_accuracy_mean_matched,balanced_accuracy_mean_cross_device,balanced_accuracy_mean_device_gap,roc_auc_R_R,roc_auc_S_S,roc_auc_R_S,roc_auc_S_R,roc_auc_gap_R_to_S,roc_auc_gap_S_to_R,roc_auc_mean_matched,roc_auc_mean_cross_device,roc_auc_mean_device_gap,mcc_R_R,mcc_S_S,mcc_R_S,mcc_S_R,mcc_gap_R_to_S,mcc_gap_S_to_R,mcc_mean_matched,mcc_mean_cross_device,mcc_mean_device_gap,sensitivity_R_R,sensitivity_S_S,sensitivity_R_S,sensitivity_S_R,sensitivity_gap_R_to_S,sensitivity_gap_S_to_R,sensitivity_mean_matched,sensitivity_mean_cross_device,sensitivity_mean_device_gap,specificity_R_R,specificity_S_S,specificity_R_S,specificity_S_R,specificity_gap_R_to_S,specificity_gap_S_to_R,specificity_mean_matched,specificity_mean_cross_device,specificity_mean_device_gap
full_fusion_v2,svm_rbf,3072,0.558771672779906,0.5770610451632627,0.24082048074796095,0.3985325360422565,0.3179511920319451,0.1785285091210062,0.5679163589715843,0.31967650839510875,0.24823985057647557,0.5734834240184552,0.5978329372298714,0.5254436763265622,0.5502355474404574,0.04803974769189301,0.04759738978941397,0.5856581806241633,0.5378396118835098,0.04781856874065349,0.6183640626053732,0.6491333028569057,0.585790915934141,0.6083239724143792,0.032573146671232234,0.04080933044252655,0.6337486827311395,0.5970574441742601,0.03669123855687939,0.14811633229575977,0.1973441999779698,0.06690373933405103,0.11682218527174024,0.08121259296170874,0.08052201470622955,0.17273026613686476,0.09186296230289563,0.08086730383396913,0.5419894859678642,0.5502788043211806,0.15762619201976666,0.30130122524279257,0.38436329394809754,0.24897757907838802,0.5461341451445224,0.22946370863127963,0.3166704365132428,0.6049773620690461,0.6453870701385622,0.8932611606333577,0.7991698696381224,-0.28828379856431163,-0.1537827994995602,0.6251822161038041,0.84621551513574,-0.22103329903193591
full_fusion_v2,xgboost,3072,0.5323435295076624,0.5876994451068982,0.3008739741839023,0.3563813242765673,0.23146955532376007,0.23131812083033088,0.5600214873072803,0.3286276492302348,0.2313938380770455,0.5670214483729995,0.6021381405297033,0.5313795265859764,0.5371222063767067,0.03564192178702308,0.06501593415299656,0.5845797944513513,0.5342508664813416,0.05032892797000976,0.6086476509520935,0.6540946384786506,0.5954827445696246,0.5899201055274805,0.013164906382468922,0.06417453295117004,0.631371144715372,0.5927014250485525,0.038669719666819535,0.1369242622835963,0.20513976046242882,0.08386568054332628,0.09309068940731394,0.05305858174027002,0.11204907105511488,0.17103201137301255,0.08847818497532012,0.08255382639769243,0.4964364971974927,0.5663074018545137,0.2092145610162104,0.2667504384844282,0.28722193618128233,0.29955696337008547,0.5313719495260032,0.2379824997503193,0.29338944977568393,0.6376063995485064,0.637968879204893,0.8535444921557425,0.807493974268985,-0.21593809260723607,-0.16952509506409197,0.6377876393766997,0.8305192332123637,-0.19273159383566396
hubert,mlp,768,0.5353826873512879,0.5525475264231747,0.4182861415864794,0.3945991786714004,0.11709654576480849,0.15794834775177435,0.5439651068872313,0.4064426601289399,0.1375224467582914,0.5668943949624962,0.5798803999429465,0.5436246129051672,0.53437280940727,0.02326978205732899,0.045507590535676434,0.5733873974527213,0.5389987111562187,0.0343886862965026,0.6083693383988417,0.623907948080081,0.5777598064296359,0.5786308246807478,0.030609531969205794,0.04527712339933321,0.6161386432394613,0.5781953155551918,0.03794332768426956,0.1369257750062173,0.16200292662816307,0.09615840210520862,0.0757910623684905,0.04076737290100868,0.08621186425967257,0.14946435081719017,0.08597473223684957,0.0634896185803406,0.5060283384842517,0.5210483947958343,0.3420623339577266,0.31773533796498943,0.16396600452652504,0.20331305683084488,0.513538366640043,0.32989883596135805,0.183639530678685,0.6277604514407407,0.6387124050900588,0.7451868918526076,0.7510102808495505,-0.1174264404118669,-0.11229787575949168,0.6332364282653997,0.748098586351079,-0.11486215808567923
hubert,random_forest,768,0.5432777541159972,0.5585870210238804,0.41455697810282255,0.3667355808573901,0.12872077601317466,0.19185144016649025,0.5509323875699388,0.39064627948010633,0.16028610808983246,0.5650979509386723,0.5964189528941657,0.5473264983925501,0.5344801134659629,0.017771452546122224,0.061938839428202774,0.5807584519164191,0.5409033059292565,0.039855145987162555,0.605618519274689,0.6500155270563291,0.6111134073380262,0.575945229735533,-0.0054948880633372,0.07407029732079617,0.6278170231655091,0.5935293185367796,0.03428770462872954,0.13240462754597065,0.19628965393428038,0.10369278559604873,0.08185585926120453,0.02871184194992192,0.11443379467307585,0.16434714074012552,0.09277432242862663,0.07157281831149889,0.5211349114634676,0.5125504234530801,0.3389308628898344,0.2764122427253467,0.1822040485736332,0.2361381807277334,0.5168426674582738,0.3076715528075905,0.20917111465068328,0.6090609904138771,0.6802874823352514,0.7557221338952658,0.7925479842065793,-0.1466611434813887,-0.11226050187132797,0.6446742363745642,0.7741350590509226,-0.1294608226763584
hubert,svm_rbf,768,0.589341574069289,0.5772025528484926,0.3226177811827674,0.45385606189817984,0.2667237928865216,0.1233464909503128,0.5832720634588908,0.3882369215404736,0.1950351419184172,0.5838606294429733,0.6060859121488635,0.535929046297993,0.5652976667176312,0.04793158314498036,0.040788245431232384,0.5949732707959184,0.5506133565078121,0.04435991428810637,0.6280402817179491,0.6599203420783898,0.5886896788925997,0.6059544514802921,0.03935060282534941,0.05396589059809764,0.6439803118981695,0.5973220651864459,0.04665824671172358,0.16883189915992658,0.21457697205849158,0.08562339247760861,0.14308582082116436,0.08320850668231797,0.07149115123732722,0.19170443560920908,0.11435460664938649,0.07734982895982259,0.5972478934960581,0.5412418481058224,0.24285150897165625,0.36964050500038487,0.35439638452440186,0.17160134310543756,0.5692448708009403,0.30624600698602056,0.26299886381491977,0.5704733653898885,0.6709299761919049,0.8290065836243297,0.7609548284348775,-0.2585332182344412,-0.09002485224297263,0.6207016707908967,0.7949807060296036,-0.17427903523870691
hubert,xgboost,768,0.5558969813482534,0.5760169943587308,0.43773886882045654,0.41893044655544986,0.11815811252779684,0.1570865478032809,0.565956987853492,0.4283346576879532,0.13762233016553882,0.5723141723334332,0.602341471929221,0.5604273339194892,0.5510628376416277,0.011886838413944001,0.05127863428759338,0.5873278221313272,0.5557450857805584,0.0315827363507688,0.6157873038133407,0.6532675809643689,0.6184834801427666,0.5881143354880194,-0.00269617632942587,0.06515324547634949,0.6345274423888547,0.603298907815393,0.031228534573461753,0.1466140719644083,0.20651827898282898,0.1327514972297503,0.11722245862254703,0.01386257473465799,0.08929582036028196,0.17656617547361864,0.12498697792614866,0.05157919754746998,0.5395413478313028,0.540406747381382,0.35065971604519464,0.33490733260476147,0.18888163178610817,0.20549941477662048,0.5399740476063424,0.34278352432497805,0.19719052328136433,0.6050869968355634,0.66427619647706,0.7701949517937837,0.767218342678494,-0.16510795495822028,-0.10294214620143394,0.6346815966563117,0.7687066472361388,-0.13402505057982705
wav2vec2,mlp,768,0.5355288328670909,0.5294022223473519,0.30847984096850034,0.42654025597999234,0.2270489918985905,0.10286196636735956,0.5324655276072214,0.36751004847424634,0.1649554791329751,0.5443336132895052,0.5622521624885848,0.5299207899275531,0.5180510628680628,0.014412823361952154,0.04420109962052199,0.5532928878890451,0.5239859263978079,0.029306961491237127,0.5652066528151144,0.5971562094764882,0.549651145787373,0.5381182158341595,0.015555507027741444,0.059037993642328646,0.5811814311458012,0.5438846808107662,0.03729675033503499,0.09015785939270267,0.1260049909179901,0.07565665657051587,0.03765755658419193,0.014501202822186796,0.08834743433379819,0.10808142515534638,0.0566571065773539,0.051424318577992484,0.529803796559736,0.4912743832389473,0.21514448860509808,0.3632263289742711,0.3146593079546379,0.1280480542646762,0.5105390898993416,0.2891854087896846,0.22135368110965703,0.5588634300192747,0.6332299417382223,0.8446970912500081,0.6728757967618545,-0.2858336612307334,-0.03964585502363216,0.5960466858787485,0.7587864440059313,-0.16273975812718278
wav2vec2,random_forest,768,0.5223577694883647,0.5171673653952453,0.20746166833429788,0.4596578513671018,0.31489610115406674,0.05750951402814353,0.5197625674418049,0.33355975985069986,0.18620280759110508,0.5461883609203031,0.5581824951218284,0.5147612525131681,0.52565310949328,0.03142710840713503,0.032529385628548346,0.5521854280210657,0.520207181003224,0.03197824701784169,0.5695917295581067,0.5883379104647893,0.5710751308943243,0.5404620796647477,-0.0014834013362176046,0.04787583080004165,0.578964820011448,0.555768605279536,0.023196214731912024,0.09331739892088195,0.11821746387976406,0.03934372232560328,0.053404087310964465,0.05397367659527867,0.0648133765687996,0.105767431400323,0.04637390481828387,0.059393526582039134,0.4987448180709217,0.4761468336480782,0.1333929091743053,0.4148468779905369,0.3653519088966164,0.061299955657541316,0.4874458258594999,0.27411989358242106,0.21332593227707886,0.5936319037696844,0.6402181565955785,0.896129595852031,0.6364593409960232,-0.30249769208234656,0.0037588155995552652,0.6169250301826315,0.7662944684240272,-0.1493694382413957
wav2vec2,svm_rbf,768,0.5374930801242386,0.5459960610375444,0.2067509051896835,0.45006518613896623,0.33074217493455504,0.09593087489857816,0.5417445705808914,0.32840804566432485,0.21333652491656657,0.5455748512652955,0.5707319785886519,0.516349598636045,0.522789017392691,0.029225252629250464,0.047942961195960865,0.5581534149269737,0.519569308014368,0.03858410691260572,0.5696773189901532,0.6036741318412308,0.5624129987025285,0.5416792115277739,0.007264320287624693,0.06199492031345688,0.586675725415692,0.5520461051151512,0.03462962030054084,0.09144773542334819,0.1427691635641685,0.04545007067795261,0.047468901482474485,0.04599766474539558,0.09530026208169401,0.11710844949375834,0.04645948608021355,0.07064896341354479,0.5264188149277553,0.5170044508958493,0.1427402619366006,0.39441407209484536,0.3836785529911547,0.12259037880100399,0.5217116329118023,0.268577167015723,0.25313446589607935,0.5647308876028355,0.6244595062814543,0.8899589353354894,0.6511639626905368,-0.3252280477326539,-0.026704456409082478,0.5945951969421449,0.770561449013013,-0.17596625207086813
wav2vec2,xgboost,768,0.5237423494129103,0.5362209786958696,0.19438434060128684,0.47399840521022263,0.32935800881162347,0.06222257348564697,0.52998166405439,0.33419137290575474,0.19579029114863522,0.5438061583748952,0.5647428243826,0.5168018890495747,0.5359578528905058,0.027004269325320518,0.028784971492094247,0.5542744913787476,0.5263798709700402,0.027894620408707382,0.5679472429163646,0.5988318221630691,0.5614067782846275,0.5484755749611661,0.006540464631737075,0.050356247201903015,0.5833895325397168,0.5549411766228968,0.028448355916820045,0.08842581419952611,0.13070022549291327,0.047732433353080715,0.07482996177223158,0.040693380846445394,0.055870263720681684,0.10956301984621969,0.06128119756265615,0.048281822283563536,0.5042599050200784,0.503697874499283,0.12445674477534455,0.4297556437075037,0.37980316024473393,0.07394223079177936,0.5039788897596807,0.27710619424142413,0.22687269551825662,0.5833524117297121,0.6257877742659169,0.9091470333238046,0.6421600620735081,-0.32579462159409256,-0.016372287807591146,0.6045700929978145,0.7756535476986564,-0.17108345470084185
wavlm,mlp,768,0.5338309582117609,0.5259725394888821,0.42303530770680925,0.5167452667876112,0.1107956505049516,0.009227272701270883,0.5299017488503215,0.46989028724721027,0.060011461603111216,0.5497535121710627,0.56684440499075,0.5327171255236853,0.5274650376514787,0.01703638664737739,0.039379367339271276,0.5582989585809064,0.530091081587582,0.028207876993324388,0.5800044494916268,0.6072831251978177,0.5627916334805941,0.5354190076864227,0.01721281601103264,0.07186411751139499,0.5936437873447222,0.5491053205835084,0.04453846676121387,0.10078925231426576,0.13642313527359567,0.0723927487357785,0.05500688641432187,0.02839650357848726,0.0814162488592738,0.11860619379393073,0.0636998175750502,0.05490637621888053,0.5198594129170913,0.4843356768285159,0.3477700180984308,0.5087544484809313,0.17208939481866048,-0.024418771652415405,0.5020975448728036,0.42826223328968105,0.07383531158312251,0.5796476114250341,0.6493531331529842,0.71766423294894,0.546175626822026,-0.13801662152390592,0.10317750633095812,0.6145003722890091,0.631919929885483,-0.017419557596473845
wavlm,random_forest,768,0.5504499242540393,0.5682818493395307,0.3149669246005452,0.5414138964325405,0.23548299965349406,0.02686795290699029,0.559365886796785,0.42819041051654283,0.13117547628024218,0.5549562579560491,0.5802095201308723,0.5321890977206195,0.5346657211283589,0.022767160235429573,0.045543799002513485,0.5675828890434607,0.5334274094244892,0.034155479618971474,0.5833267763951739,0.6229614686989753,0.6011492222353163,0.5554349144427108,-0.017822445840142365,0.06752655425626453,0.6031441225470746,0.5782920683390136,0.024852054208061025,0.11060836574748474,0.1609584311900984,0.07959451861258672,0.06951878281430976,0.03101384713489802,0.09143964837578863,0.13578339846879156,0.07455665071344825,0.061226747755343314,0.5471259940462192,0.5516184258431737,0.22078869079956837,0.5489233591691739,0.32633730324665083,0.0026950666739997686,0.5493722099446965,0.3848560249843711,0.16451618496032538,0.5627865218658792,0.6088006144185711,0.8435895046416704,0.5204080830875438,-0.2808029827757912,0.08839253133102731,0.5857935681422252,0.681998793864607,-0.09620522572238188
wavlm,svm_rbf,768,0.5565946762869903,0.5354721691994013,0.33472086809822016,0.5203291687700649,0.22187380818877017,0.015143000429336473,0.5460334227431958,0.4275250184341425,0.1185084043090533,0.5649893590292968,0.5778905758569707,0.5352713720773258,0.5387202749322956,0.02971798695197103,0.039170300924675105,0.5714399674431337,0.5369958235048107,0.03444414393832307,0.6019016802970334,0.6323992497517151,0.5920864413131108,0.5627502720516511,0.009815238983922558,0.06964897770006406,0.6171504650243742,0.577418356682381,0.039732108341993255,0.13071993667834766,0.15886754401225384,0.08811903567830627,0.0780561297143791,0.042600901000041394,0.08081141429787474,0.14479374034530074,0.08308758269634269,0.06170615764895805,0.546005595249291,0.4858318640956979,0.24823511762740508,0.5059247126956412,0.29777047762188597,-0.020092848599943314,0.5159187296724945,0.37707991516152317,0.13883881451097135,0.5839731228093028,0.6699492876182436,0.8223076265272466,0.5715158371689503,-0.23833450371794385,0.0984334504492933,0.6269612052137732,0.6969117318480984,-0.06995052663432522
wavlm,xgboost,768,0.5519034369212779,0.5775458001496897,0.33511758476466597,0.5312708935230781,0.2167858521566119,0.0462749066266116,0.5647246185354837,0.433194239143872,0.13153037939161172,0.5567187115679928,0.5856077037863668,0.5324016127814026,0.5349310988646101,0.024317098786590163,0.05067660492175674,0.5711632076771798,0.5336663558230064,0.037496851854173396,0.5885300196756327,0.6277122775353254,0.5962824218661801,0.558160968358948,-0.007752402190547403,0.06955130917637742,0.6081211486054791,0.577221695112564,0.030899453492915008,0.11395681957761168,0.17164153028062362,0.07899938855896255,0.06994991525168451,0.034957431018649135,0.10169161502893911,0.14279917492911764,0.07447465190532353,0.06832452302379412,0.5470096391998027,0.5656485735750876,0.24397578601751918,0.5263695273493567,0.30303385318228354,0.03927904622573086,0.5563291063874451,0.3851726566834379,0.17115644970400723,0.5664277839361828,0.6055668339976463,0.8208274395452861,0.5434926703798634,-0.2543996556091034,0.06207416361778295,0.5859973089669146,0.6821600549625748,-0.09616274599566021
