representation,classifier,protocol,fold,dimension,metric,fixed_point,baseline_point,point_difference,bootstrap_mean_difference,bootstrap_std,ci95_low,ci95_high,p_value_two_sided,bootstrap_iterations,unit,interpretation
full_fusion_v2,svm_rbf,R_S,0,768,mcc,0.02101068540812051,0.0,0.02101068540812051,0.020832479477960155,0.0575844509127751,-0.07728363812066298,0.14495946147309666,0.788,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,0,1536,f1,0.2494080387117069,0.0,0.2494080387117069,0.25006633439668235,0.07828511169598987,0.11623613547974224,0.41177922130326655,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,0,1536,balanced_accuracy,0.5372614321985911,0.5,0.03726143219859113,0.037396583268225383,0.025798650739733784,0.0010023889642339682,0.09536583986374511,0.043,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,0,1536,roc_auc,0.5866235537731497,0.49863986123528115,0.08798369253786853,0.08850047683488839,0.032038966122228715,0.03467322099109312,0.15849961204502483,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,0,1536,mcc,0.08428002306221169,0.0,0.08428002306221169,0.08474417809999778,0.05276944554852878,0.003739092107925387,0.20182995863713452,0.038,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,1,384,f1,0.3819731184656886,0.025495522052836967,0.35647759641285165,0.3568678902331409,0.054541539238161255,0.2424850837424211,0.45325510433115274,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,1,384,balanced_accuracy,0.5384404271762931,0.501617717594258,0.03682270958203515,0.03673495047034635,0.012804728528503128,0.014970025656376723,0.06449464129747004,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,1,384,roc_auc,0.5928020253485881,0.5741319637989654,0.018670061549622696,0.0189604458474275,0.023598273940120193,-0.01986998285964584,0.0699274618627266,0.462,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,1,384,mcc,0.09460243978451158,0.0027338702053218544,0.09186856957918972,0.09168193350072831,0.026458730806354313,0.04276276338377801,0.14807981197984962,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,1,768,f1,0.3557754833475062,0.0,0.3557754833475062,0.3553957357661054,0.06942827844152158,0.21400468214108123,0.48557140412173433,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,1,768,balanced_accuracy,0.5340487168403396,0.5,0.03404871684033961,0.03420813155492348,0.015197063480925543,0.003884984893779424,0.061901641143928904,0.03,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,1,768,roc_auc,0.5818829296963547,0.5414051731333421,0.04047775656301256,0.04098166161523465,0.02122512983921681,-0.0019635477408726544,0.07935139820024167,0.057,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,1,768,mcc,0.07529641595451973,0.0,0.07529641595451973,0.07577228372286475,0.03302965968320985,0.00856847126044154,0.13341412656388002,0.03,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,1,1536,f1,0.34711340860857365,0.0,0.34711340860857365,0.3467507611066651,0.06776254308930137,0.2028856793234081,0.4714196410141861,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,1,1536,balanced_accuracy,0.5225985369908857,0.5,0.022598536990885654,0.023307685374853216,0.016407635906017373,-0.01032427894214965,0.05357494386398921,0.166,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,1,1536,roc_auc,0.5582938212682801,0.5050611482402024,0.05323267302807766,0.05371502234661034,0.015733511379390542,0.022939926203975218,0.08392578827188717,0.001,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,1,1536,mcc,0.04944049651003127,0.0,0.04944049651003127,0.05108705806344031,0.03899457978762826,-0.029113673975848263,0.12213008605790944,0.196,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,2,384,f1,0.16734064747086758,0.0020920502092050207,0.16524859726166255,0.1651277328075672,0.05193684390374143,0.07080757388695344,0.2720468843492201,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,2,384,balanced_accuracy,0.49810933518329864,0.5001335397999208,-0.0020242046166221717,-0.002472231125810192,0.015450666107415356,-0.03214399830504157,0.02735792649032603,0.868,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,2,384,roc_auc,0.5173422426256982,0.5168309419414683,0.0005113006842298873,0.00042915916750831183,0.02201225863781498,-0.03755034503389523,0.04756177349770104,0.975,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,2,384,mcc,-0.009478493743890641,0.0015557335780599958,-0.011034227321950637,-0.012138536195920658,0.041234316345567665,-0.09266829281676496,0.06619436184743857,0.78,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,2,768,f1,0.18859441588139036,0.0,0.18859441588139036,0.1877706885835044,0.04397928484554057,0.10280373637117245,0.2703093241854317,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,2,768,balanced_accuracy,0.5024056361506153,0.5,0.002405636150615287,0.002421184556683482,0.010836716856310819,-0.01728297018789985,0.023881430317587327,0.849,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,2,768,roc_auc,0.5129804476413817,0.5100287568254352,0.002951690815946484,0.003494288831666437,0.023001597620049823,-0.038620611163018015,0.052239159114678066,0.901,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,2,768,mcc,0.0025300596512843714,0.0,0.0025300596512843714,0.002432583006832983,0.03291222146414661,-0.06159035310191303,0.06554151212821499,0.939,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,2,1536,f1,0.17975149307094077,0.0,0.17975149307094077,0.18084472222848466,0.045033123289796424,0.09392520715957459,0.2688210960990266,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,2,1536,balanced_accuracy,0.5021958972477834,0.5,0.0021958972477833516,0.0022758853558781716,0.008648961150455428,-0.01324725591374106,0.020678210401412305,0.837,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,2,1536,roc_auc,0.48916179231054896,0.49956348789581473,-0.010401695585265769,-0.009189975760100307,0.028507969895079456,-0.060699893453208024,0.052015893049957136,0.734,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,2,1536,mcc,0.004472819246597426,0.0,0.004472819246597426,0.004445434533034798,0.024765627973913174,-0.0427907875676942,0.05440674255756804,0.86,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,3,384,f1,0.41102276668759075,0.007336343115124154,0.4036864235724666,0.40304002047825677,0.037946745067041245,0.3280635091711832,0.47902039137350194,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,3,384,balanced_accuracy,0.5268878634496421,0.5017528558724946,0.025135007577147483,0.02485839965357591,0.0217206687431081,-0.014795145680022635,0.0695770072342157,0.249,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,3,384,roc_auc,0.5474412946975498,0.5243882953641087,0.02305299933344107,0.02277596585866954,0.034322805099424585,-0.03547622534705881,0.09723452619080214,0.53,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,3,384,mcc,0.05710950913884064,0.013944374920244692,0.043165134218595955,0.04248605802188047,0.04044486147277336,-0.03341592253639577,0.12289405328147537,0.301,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,3,768,f1,0.3285558043394088,0.0,0.3285558043394088,0.32915803457960396,0.03948594071269945,0.25179562073169776,0.4034883531920155,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,3,768,balanced_accuracy,0.5307774723066689,0.5,0.03077747230666894,0.03111113370448422,0.020797586276901498,-0.00841332764789622,0.07206682651648845,0.12,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,3,768,roc_auc,0.5676420046538291,0.5078031325905719,0.05983887206325722,0.059885775686020735,0.0451676158747402,-0.02304914795375721,0.15467812078643114,0.165,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,3,768,mcc,0.07287514482505314,0.0,0.07287514482505314,0.07365300780514156,0.0521580596675479,-0.026008914261761808,0.1783714461828085,0.146,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,3,1536,f1,0.265911011070954,0.0,0.265911011070954,0.2656303234138901,0.053354851901478456,0.1663322179899522,0.36895046450108543,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,3,1536,balanced_accuracy,0.5326909804127782,0.5,0.03269098041277818,0.032706809601126624,0.012025027604784107,0.008191572279992924,0.05581157723207138,0.005,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,3,1536,roc_auc,0.5633313051628305,0.5,0.06333130516283048,0.06446599766086276,0.03524618358071135,0.0022435779773851334,0.13900982312017246,0.045,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,3,1536,mcc,0.08971361322701163,0.0,0.08971361322701163,0.09012267907846007,0.03307372507860446,0.024282799456457695,0.15238451874378026,0.004,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,4,384,f1,0.2503147434753314,0.0,0.2503147434753314,0.2504482847154097,0.05594467100358367,0.15081855808506006,0.3689086961752618,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,4,384,balanced_accuracy,0.5191265349960034,0.4990110759493671,0.020115459046636253,0.020198545608531276,0.02065623509577641,-0.017279602942302442,0.06303725588960812,0.338,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,4,384,roc_auc,0.5481664871329193,0.5307671063655847,0.017399380767334605,0.017286766317046738,0.04863537039414112,-0.07883617392679218,0.11166148599496685,0.727,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,4,384,mcc,0.04415270163798021,-0.01180004499586435,0.055952746633844565,0.05602325286571067,0.049271725822082516,-0.04478298225337195,0.14912857651717903,0.252,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,4,768,f1,0.24644050740049073,0.0,0.24644050740049073,0.2481663650433276,0.0550210278857388,0.14059206767431487,0.35459775373592206,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,4,768,balanced_accuracy,0.5236400649921791,0.5,0.023640064992179077,0.024056130597698448,0.01703967286246433,-0.009859954203288524,0.056797465455536815,0.16,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,4,768,roc_auc,0.5568092382643299,0.5220445959678633,0.034764642296466586,0.03537628744212472,0.03059691431504963,-0.02281207503834257,0.09606080671811006,0.252,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,4,768,mcc,0.056084740614902616,0.0,0.056084740614902616,0.05711286102199613,0.043289938787232876,-0.02730240861724343,0.1394985021243584,0.203,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,R_S,4,1536,f1,0.2008506471143508,0.0,0.2008506471143508,0.2023460743426279,0.047587897332684835,0.1099553747252126,0.2949011987699517,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,4,1536,balanced_accuracy,0.5259470643548808,0.5,0.02594706435488081,0.026311589825913452,0.012898188916113969,0.003506395335409857,0.05345429227631238,0.011,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,4,1536,roc_auc,0.5749134279396033,0.49961946665186174,0.07529396128774157,0.07598602602294849,0.029278241031516723,0.022767661332696115,0.13649297663350757,0.005,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,R_S,4,1536,mcc,0.07833411384075337,0.0,0.07833411384075337,0.07915516029756174,0.034289476926034346,0.016196397528003868,0.14758782340505922,0.005,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,0,384,f1,0.45269454147915955,0.6597108141115813,-0.20701627263242173,-0.20666297239020912,0.05267660572400562,-0.3138818882070148,-0.1070016580906798,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,0,384,balanced_accuracy,0.5383680144965524,0.5389490743018889,-0.0005810598053365146,0.00038027783520753426,0.02988759291689319,-0.060499233341851526,0.058404971772464565,0.989,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,0,384,roc_auc,0.5487654587103462,0.5355914876733455,0.013173971037000687,0.013693543366598185,0.020695113158714272,-0.02772724914510715,0.052710125067114005,0.507,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,0,384,mcc,0.083114577124411,0.10663813588487189,-0.02352355876046089,-0.02279560705216561,0.05713791317236968,-0.13306703426593983,0.0912799099501605,0.687,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,0,768,f1,0.39000245172995995,0.6499336984686949,-0.2599312467387349,-0.2619881294845464,0.05280364048703539,-0.3663029645031825,-0.16026550048958496,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,0,768,balanced_accuracy,0.513795712411654,0.5,0.013795712411654004,0.01280985256304122,0.030344391505707873,-0.045706614909509787,0.07085309075639826,0.688,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,0,768,roc_auc,0.5224649670378451,0.532082586680596,-0.009617619642750985,-0.011044152978851222,0.029250947617056364,-0.063244036793484,0.05158823142761702,0.652,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,0,768,mcc,0.02137832239668408,0.0,0.02137832239668408,0.019364453375949338,0.06506680419678394,-0.10682731161590596,0.14214095419040873,0.758,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,0,1536,f1,0.4446118011850086,0.6499336984686949,-0.20532189728368627,-0.20331943783500808,0.05337273981645744,-0.31310439316294997,-0.10475851372805027,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,0,1536,balanced_accuracy,0.5279945729009087,0.5,0.027994572900908676,0.028924200844242073,0.02445403480219915,-0.016975661065188687,0.07795036961139433,0.245,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,0,1536,roc_auc,0.5347104321344051,0.5000002195793649,0.03471021255504014,0.03529505852204711,0.034234624434554814,-0.029827861489496996,0.10430747987453486,0.297,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,0,1536,mcc,0.052092910302286986,0.0,0.052092910302286986,0.05406357847933229,0.05079314214976652,-0.04218955308665,0.15560578670248365,0.297,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,1,384,f1,0.5245460586597795,0.6665807337428068,-0.14203467508302725,-0.14125015971618926,0.05086823387764233,-0.2519367139866079,-0.05433578664006621,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,1,384,balanced_accuracy,0.5563931750847441,0.5631545144336774,-0.006761339348933304,-0.006240202476064637,0.017270151641312927,-0.03888196391552246,0.02847855257164248,0.716,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,1,384,roc_auc,0.5834305282343962,0.5857278266040806,-0.0022972983696843974,-0.001732328303989639,0.018927048233795842,-0.03616347084979858,0.035930223011044676,0.917,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,1,384,mcc,0.1177287250844019,0.15193189588236822,-0.03420317079796632,-0.03282583621598787,0.043948325101118416,-0.11434955361550542,0.0566178034671654,0.462,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,1,768,f1,0.4991571056048484,0.674708136644643,-0.17555103103979464,-0.17595325453601743,0.05465438527561163,-0.2930238054177445,-0.08610338592903435,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,1,768,balanced_accuracy,0.5407670069285822,0.5,0.04076700692858215,0.0414192041824438,0.018929446321259095,0.0077924430003994466,0.08089948614090002,0.009,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,1,768,roc_auc,0.5678004454100554,0.5264984530494643,0.04130199236059107,0.041588198166013314,0.018060541614794087,0.00939606813027539,0.07890238851360633,0.014,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,1,768,mcc,0.08462522433433842,0.0,0.08462522433433842,0.08597453917568301,0.039256529904528034,0.0142587115024512,0.166225895859677,0.014,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,1,1536,f1,0.4990450058407515,0.674708136644643,-0.1756631308038915,-0.17548467002121065,0.0568481652062923,-0.2939529055846327,-0.07474037048395048,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,1,1536,balanced_accuracy,0.5586486093869658,0.5,0.05864860938696581,0.05859004503854457,0.024344007523195384,0.015504314546535038,0.10903598366347751,0.003,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,1,1536,roc_auc,0.5745055439187832,0.5003415300546448,0.0741640138641384,0.0744226890293015,0.03544040149150318,0.005729685285105913,0.14289544983262392,0.037,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,1,1536,mcc,0.12103237896878502,0.0,0.12103237896878502,0.12110953646225744,0.051339872631541064,0.030321782390231578,0.22728483060061266,0.009,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,2,384,f1,0.4759084158486153,0.06869990301777093,0.40720851283084436,0.40952081469272683,0.0469353380716999,0.31193780927510917,0.49208623406282553,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,2,384,balanced_accuracy,0.5622906173918286,0.4964209170827488,0.06586970030907979,0.0666351773261998,0.015411954257587417,0.04096048184421652,0.10024201518204683,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,2,384,roc_auc,0.6061927032400054,0.5572752779796631,0.04891742526034226,0.049339947387147136,0.013148502601554495,0.023940532139786953,0.07492645387697226,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,2,384,mcc,0.13114523080613064,-0.013600027220200752,0.1447452580263314,0.1463776501581891,0.03498881735470095,0.08739780969861376,0.22152020773116354,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,2,768,f1,0.3182105779509756,0.6707415468072906,-0.35253096885631496,-0.3523406820403693,0.06147706668355672,-0.4729937303413762,-0.2395546814233783,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,2,768,balanced_accuracy,0.5077193568702683,0.5,0.007719356870268257,0.007711648298272742,0.01753144453644699,-0.02523640479310637,0.0412826473878876,0.657,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,2,768,roc_auc,0.5341219422727523,0.5277624383578252,0.006359503914927123,0.006319173804138075,0.030964770789489445,-0.057011360381607264,0.06237086324830801,0.818,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,2,768,mcc,-0.004516351796236396,0.0,-0.004516351796236396,-0.004446965210638352,0.04348209020215461,-0.08507763639569739,0.07849479779553717,0.911,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,2,1536,f1,0.35140388574318154,0.6707415468072906,-0.31933766106410905,-0.31888385777417194,0.060350232407675175,-0.44221900256929236,-0.21047804236242867,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,2,1536,balanced_accuracy,0.5194676286222647,0.5,0.0194676286222647,0.019472381518535788,0.016073350509286134,-0.011095846775465639,0.052091069511715535,0.221,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,2,1536,roc_auc,0.5363957256350576,0.5,0.03639572563505755,0.03654397810962825,0.02239848746610968,-0.008993412619009246,0.07955668046202623,0.109,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,2,1536,mcc,0.028494582628901532,0.0,0.028494582628901532,0.028579029675812776,0.03737929385393212,-0.04341248794429401,0.10368165101639115,0.457,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,3,384,f1,0.4155548349162987,0.6056049790332826,-0.1900501441169839,-0.18902478702125944,0.033651345157984965,-0.26122313210689135,-0.12988127819285297,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,3,384,balanced_accuracy,0.543851913166588,0.525368082189735,0.018483830976853022,0.018835881396277763,0.013830365379362042,-0.008659085290717967,0.045488097016035546,0.179,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,3,384,roc_auc,0.5817407535133446,0.5318189181747528,0.04992183533859185,0.050274612238749114,0.00929237207585731,0.03197277484392587,0.06776385307169938,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,3,384,mcc,0.09361648212376,0.05724372174994411,0.03637276037381589,0.036969805978084226,0.030902027216507352,-0.025838812833800663,0.09563917618704347,0.226,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,3,768,f1,0.4467988289770597,0.667149992418375,-0.22035116344131533,-0.22065731761319812,0.04441725704574721,-0.31612134564252276,-0.14755614272432077,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,3,768,balanced_accuracy,0.5414373452735635,0.5,0.041437345273563464,0.04161126003104591,0.01784534445191765,0.007096885877920813,0.07617087350759258,0.013,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,3,768,roc_auc,0.5771411862441309,0.5459013424041061,0.03123984384002476,0.032014425466202215,0.02271613579888688,-0.012596992857152284,0.07734331481437567,0.132,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,3,768,mcc,0.09044331335933381,0.0,0.09044331335933381,0.09087313528827673,0.03662753360205135,0.019818468294080283,0.16164431660187223,0.008,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,3,1536,f1,0.4548224338319426,0.667149992418375,-0.21232755858643243,-0.213373922467843,0.027940456456552482,-0.27143074791669036,-0.16403369732049114,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,3,1536,balanced_accuracy,0.5397376594428014,0.5,0.03973765944280139,0.039535144661516,0.013705838502275802,0.012821546390551265,0.06690297268436225,0.002,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,3,1536,roc_auc,0.5771381597079844,0.5005871754242486,0.07655098428373586,0.07614431658827937,0.027434433240624678,0.026399685851894703,0.13136288331821938,0.001,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,3,1536,mcc,0.08818239839292029,0.0,0.08818239839292029,0.08776012716856584,0.03242509115645502,0.025455541279905056,0.15306630161330956,0.002,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,4,384,f1,0.43548266855779094,0.01465328162203149,0.42082938693575944,0.4207040215753248,0.07526879764173311,0.263592509120308,0.5563864618284983,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,4,384,balanced_accuracy,0.5595839277155499,0.4994355644631585,0.06014836325239137,0.0602684814377683,0.01700203087210035,0.02894068221623499,0.09417738743602208,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,4,384,roc_auc,0.5942520768382832,0.5350558780068049,0.05919619883147831,0.060566936385203336,0.03602774186461103,0.002808746950516373,0.14081689993658272,0.031,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,4,384,mcc,0.1387567291103696,0.005080585880642403,0.1336761432297272,0.1342660626773834,0.04496513186914327,0.05384996191527327,0.22525345744472636,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,4,768,f1,0.3991425035554135,0.6734057374060001,-0.2742632338505866,-0.27479825989335205,0.0896868844826857,-0.45687636363988793,-0.10532333699357926,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,4,768,balanced_accuracy,0.5606126771282381,0.5,0.060612677128238146,0.0607172308801267,0.02177204433137653,0.020801102324332525,0.10625747430054877,0.001,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,4,768,roc_auc,0.58025674933464,0.5404732105151168,0.039783538819523234,0.04010040155994667,0.03834337604743078,-0.030633613637645822,0.11802225371136967,0.285,2000,subject,CI includes zero
full_fusion_v2,svm_rbf,S_R,4,768,mcc,0.12380153512567121,0.0,0.12380153512567121,0.12389788704502612,0.04589047059615912,0.03802334764210098,0.2191967411663094,0.004,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,4,1536,f1,0.36015847807520684,0.6734057374060001,-0.3132472593307932,-0.31345787637609657,0.07210759172331237,-0.45914769719109944,-0.17796655877394368,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,4,1536,balanced_accuracy,0.5319480793686552,0.5,0.03194807936865518,0.03171312041847772,0.015283442409611958,0.0029399063296779277,0.06198269707128102,0.023,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,4,1536,roc_auc,0.5608823982176481,0.5,0.06088239821764807,0.06068359261004037,0.019200333403247546,0.023324557243072364,0.09849180955096816,0.0,2000,subject,CI excludes zero
full_fusion_v2,svm_rbf,S_R,4,1536,mcc,0.07130524202106972,0.0,0.07130524202106972,0.07099166066588,0.03265842500384265,0.006763327327572635,0.13580688145263564,0.021,2000,subject,CI excludes zero
