pc1,pc2,device,label
3.2376628,1.4177542,R,0
-3.3286116,1.5240619,R,1
-2.938185,0.8256269,S,0
3.3921435,1.4578384,R,1
1.5264786,1.5484117,S,0
3.7658443,1.7415459,R,0
3.5993354,1.6806686,R,1
3.9836652,1.487203,R,0
-4.3817215,2.1999578,R,0
-3.9896812,1.3486618,R,1
2.5601215,1.7090334,S,1
2.8661294,1.3679187,R,1
-2.4021702,0.7749478,R,0
1.7747593,0.81887066,R,1
2.1253114,1.2800783,R,0
2.493012,1.8187929,S,0
2.3339627,1.2707416,R,0
-0.12027966,1.0130122,R,0
-3.4203274,1.0722808,S,0
-3.8683536,1.8210679,R,1
2.9037206,1.6820719,S,0
-3.9447913,2.1170936,S,0
-2.9362752,1.2659409,S,0
-3.82985,1.2052356,S,1
-2.8950257,1.5173054,R,0
-3.6536586,1.4297252,R,1
-5.650736,1.305502,R,1
-2.9320283,1.3253818,R,0
3.3266814,1.4785665,R,1
0.5821178,0.99316514,R,1
-2.017246,0.66487354,R,0
2.7828937,1.399719,S,0
-0.47370714,1.2125657,R,0
3.5117002,0.9086921,R,0
-3.4492934,0.89641696,R,1
-2.7219572,-0.31517082,R,1
2.901617,1.7637364,S,0
2.5211399,1.5195587,S,1
-0.06749776,1.4902169,S,1
-5.5726047,1.2136488,R,1
-4.8812714,1.823718,S,1
-3.5941458,0.88050216,R,0
2.6896672,1.7247611,S,0
3.808038,1.7381562,R,0
-1.8530542,0.80135167,R,1
3.6981153,1.8483263,R,0
2.2635741,1.643383,S,0
-1.1381137,0.81996244,R,1
-3.572238,2.0472436,S,0
-3.7008424,2.7196238,R,0
2.587447,2.0910258,S,1
-2.1601596,1.147936,R,1
0.07502542,0.6014004,R,1
3.518847,1.6613246,R,1
-4.182026,2.3936996,R,0
-3.590824,0.8614161,R,1
3.498186,1.9622455,R,0
2.9169707,1.9189736,S,1
2.5023441,1.4900626,S,0
2.2173302,1.741772,R,0
-5.3345733,1.8155819,S,1
1.1294398,1.9932235,S,1
-3.7298872,0.9389415,S,1
-4.005834,1.8802959,R,0
-2.3347616,0.57569265,R,0
-3.892136,2.1785088,S,0
2.3079462,1.656577,R,1
-3.256472,1.0725778,R,0
-3.1831167,0.22256728,R,1
-0.47896513,1.0854169,R,0
2.6276581,1.5321445,S,0
-0.2523367,1.3540694,S,1
-1.4154665,0.84992224,R,0
2.4063783,2.3150942,S,0
-3.0013504,0.64683247,R,1
1.0189762,2.383661,S,0
1.9206203,1.3918178,S,1
-4.219045,1.4965416,R,1
-4.035997,0.36489445,R,1
-5.3374486,2.0656722,S,1
-3.8669503,2.7911484,S,0
-1.4827543,1.8009987,S,1
1.0172648,1.591369,S,0
-3.785366,1.7895348,S,0
-3.904139,1.0906456,R,0
1.0041099,2.0320232,S,1
-4.072697,2.3917654,R,0
-3.4977088,2.97045,S,0
-5.349299,1.4630697,R,1
-3.6272445,1.2841216,S,0
-3.281902,1.6733009,S,0
1.5915166,1.5171266,S,1
-3.8883286,2.520152,S,0
2.9270365,1.4013156,R,1
1.7817187,1.1324707,S,1
-0.2874369,0.9801998,R,1
3.0146651,1.5046079,S,1
-3.2657516,1.4595665,R,0
-3.3259788,1.1998888,R,0
-2.2691724,0.6671253,R,0
-4.0172176,1.2657193,S,1
2.9307456,1.9075474,R,1
0.82908976,1.4663533,S,0
-3.6426928,1.269976,S,0
-3.8793404,3.039485,R,0
-3.8857138,1.7124461,S,0
-4.2510695,1.1537775,S,0
3.6312013,2.8423243,R,1
-1.6882964,1.8140442,R,0
-4.5271263,2.5787356,R,1
-4.554146,1.9714077,R,1
-3.0137057,2.9874797,R,1
-3.4272091,2.5807362,S,1
-4.800872,1.9612254,S,1
-3.1600711,1.3553243,S,1
-3.1603847,2.9662352,S,0
3.7202792,2.5404937,R,1
1.7797885,-0.9253667,S,0
3.0814543,1.0812205,R,0
-0.68313724,0.46902695,R,0
2.1579573,-1.06938,S,0
-4.911304,2.283693,S,0
2.118915,-1.1331178,S,0
-1.06366,1.9377053,R,0
-0.2818194,1.3588952,R,0
-3.232919,2.074164,S,0
-3.3724568,2.6388497,R,0
2.1620612,-1.1394466,S,0
-4.604426,1.9549242,S,0
-0.4650862,2.2028306,R,1
-3.8692682,2.2620711,S,1
-3.3698194,3.5421538,S,1
1.1044302,2.0879889,S,0
1.9606199,2.804665,R,1
2.4411128,3.0641475,R,0
-4.156497,2.4502296,S,0
-3.8508906,2.167703,S,1
2.5698254,-0.8429775,S,0
-4.313754,2.220805,R,0
-4.212484,1.4852661,S,1
-5.912448,2.0950446,S,1
-3.0316324,2.4618485,R,1
1.927847,2.2165606,R,1
-1.6705047,0.12563734,S,0
-3.874786,2.3130054,R,0
4.0386276,1.6830913,R,0
-4.4989805,2.5811064,R,1
-2.6024945,2.0555835,R,0
1.7009969,2.3950298,R,0
1.9674238,2.7280746,S,1
-4.2298036,1.5874991,S,1
-3.6528435,1.6812583,R,0
-1.7499352,2.114712,R,1
-4.2247615,1.9501525,S,1
-3.655199,1.6441218,R,0
-0.52375466,2.24679,R,1
-4.0229387,2.61337,R,0
-1.1075777,1.2449039,S,0
0.83471084,2.4521072,R,0
-2.7717195,3.6184044,S,1
-2.2214842,3.1003044,R,1
-5.003018,2.6966157,R,1
3.578386,3.0511684,R,1
-3.9675312,2.2537317,S,0
-2.7122169,3.644916,R,1
-4.3969464,2.113913,S,1
-4.5317645,2.0257277,S,1
-2.5757036,3.533292,S,1
1.2141845,-1.1388847,S,0
-2.6161284,2.8601723,R,0
-2.7380714,2.8542671,S,0
1.9508978,-1.4503624,S,0
3.6602821,2.6211314,R,1
-4.0360203,2.5908244,R,1
-4.233191,1.9806665,S,1
-3.423428,2.387607,R,0
-3.5320318,1.5984687,S,1
-3.637207,2.9069357,S,0
-3.486616,2.1966057,R,0
-3.2041676,2.3118188,S,0
-3.3061666,1.9105836,R,1
-3.3045273,2.8954701,R,0
3.525658,3.0425806,R,1
-3.250048,1.3855834,S,0
-3.4957871,2.0035386,R,1
-3.0011442,2.301711,R,0
3.6904662,2.7856104,R,0
-4.0492945,1.9260691,S,0
-3.9450095,2.5393736,S,1
-3.6401944,1.5400262,S,0
2.3255067,-1.0496902,S,0
-3.2052445,3.091451,R,1
4.0936375,0.54310596,R,1
3.7998822,0.50612,R,1
-1.7940284,0.9107616,S,0
1.0471662,-1.3940779,S,1
-1.6985266,0.9349728,R,0
3.5071778,0.28159967,R,1
-3.3154066,1.9618975,S,0
3.470824,0.5323731,R,0
1.1972253,-1.67729,S,0
-3.9654405,1.5665584,S,0
1.7927111,-0.65763885,S,1
0.48158914,-0.27113318,R,0
4.04473,0.5873434,R,1
2.2869055,-1.8952547,S,1
-1.9657314,1.6822827,S,0
3.5615745,0.37442896,R,0
3.6776469,0.62207246,R,1
0.48922032,0.33368325,S,1
0.07559014,0.14589892,R,0
-1.7072824,1.4390613,S,0
3.4676814,-0.15159146,R,1
1.7940594,-0.78204507,S,0
3.8188438,0.2579327,R,1
2.9345815,0.16533154,R,1
2.9803507,0.16606592,R,1
-1.6006799,1.0361819,R,0
3.0149357,0.65297115,R,1
2.1681108,-0.054769617,R,1
-0.4604128,-0.76224345,R,1
3.6838105,0.66374487,R,0
2.7200112,-1.5588756,S,0
-3.7319233,0.6365644,S,0
1.4358964,-1.1965626,S,0
3.780242,0.26294696,R,0
-1.8906342,1.0414495,R,0
4.021018,0.49344832,R,1
-0.741016,0.606692,S,1
2.6257882,-1.6884553,S,1
-1.8337678,1.3033719,R,0
-1.381683,-1.0576398,R,0
-2.1238828,1.9317176,S,0
0.10476765,-1.2174178,S,0
-1.8686993,1.0349938,S,1
1.9881256,0.9245015,S,1
2.3495219,0.011614402,S,0
3.9406114,2.018622,R,1
3.966896,2.1663988,R,1
1.7817528,-0.648683,S,1
4.143967,2.2664816,R,1
4.172449,2.0721538,R,0
1.9062247,0.11843667,S,1
3.7660465,2.0461202,R,0
3.9219515,1.7062056,R,1
0.6283063,0.7059639,S,1
3.2655916,2.433497,R,1
3.2678754,2.180624,R,0
3.3224537,2.0779672,R,1
3.772176,2.0871546,R,1
1.6340159,0.31888887,S,1
3.895119,2.0519273,R,1
2.2653277,0.17941287,S,1
2.1697834,0.016107475,S,0
0.5391465,1.5338137,R,1
3.9780777,1.9382666,R,0
2.3154986,0.29025388,S,0
3.956223,2.0332448,R,1
1.914948,0.7315714,S,0
-3.5921075,2.2712152,S,1
0.21041249,1.689343,R,1
2.009741,0.13074732,S,0
1.968255,0.040098157,S,0
1.7265555,2.2918053,R,0
1.2796005,1.9960889,R,0
-3.931318,1.0485849,R,1
-3.946298,0.30214217,S,1
3.0376031,2.7113774,R,0
1.6215764,2.112663,R,0
-1.4419212,-0.77475023,S,0
-3.8833408,2.6860409,S,1
-3.6133146,2.458138,R,0
-2.9894378,0.8559375,S,1
-3.8576412,3.1946647,R,0
3.594021,2.1352637,R,1
3.5869737,2.4238412,R,0
3.7553792,2.184296,R,1
2.8403733,0.0017601926,S,1
0.3278053,0.98802143,S,1
-3.085724,2.9552298,R,1
2.5816178,0.23103231,S,0
-2.0423794,2.0030446,S,1
-2.5911133,0.78996646,S,1
-4.979366,2.360535,S,1
-6.8017817,1.0410414,R,0
3.5600085,2.6464567,R,0
1.4017917,1.7089876,R,1
-3.905196,2.5650177,R,1
-3.4496326,2.9058363,R,1
-4.833218,2.6437378,R,1
2.8849938,0.5007066,S,1
2.8154862,0.0968739,S,0
-3.5380914,2.5069058,S,0
-2.8539536,1.998672,S,1
3.8166497,1.787637,R,1
-5.212647,2.6249998,R,0
-2.964743,2.7093465,S,1
-4.7612715,2.436644,S,1
3.893277,1.6903903,R,0
-5.2899394,2.4355414,S,0
-2.7847028,2.270059,S,1
-4.3295183,2.4680486,S,0
-4.279543,2.0880864,R,0
0.717456,1.2254673,R,0
3.2827845,2.277725,R,0
-0.6285376,1.2163812,R,0
-0.612724,-0.36934733,S,1
1.9151447,0.74451745,S,1
-4.7344007,2.642752,S,0
-1.7876188,2.857168,R,1
-2.1129606,1.0136546,S,0
-3.8683794,2.3643498,R,1
-3.6605363,2.3311012,R,0
-2.700204,0.93350303,S,1
-3.9885604,2.9586549,R,0
-4.2960887,2.8452127,R,1
2.7727978,2.7044196,R,0
-4.764156,2.2091057,R,0
-2.6404505,2.5830472,R,0
-4.1297264,2.1031435,S,1
2.5760098,0.18890993,S,0
-6.034117,0.827579,S,0
-5.9044785,1.8041301,S,1
-4.891526,1.2356915,S,1
1.934714,2.206217,R,0
-3.1356206,0.7409618,R,0
-5.638263,2.0935853,S,1
1.8627353,0.36879462,S,1
3.7316992,2.1029549,R,0
1.7678014,0.5299034,S,0
2.4058833,-0.12586005,S,0
1.7910438,2.1461217,R,1
-2.814677,2.2216086,S,0
-6.15579,1.8631983,R,1
-6.2630196,1.9366776,S,1
-3.0064828,2.336312,S,1
-0.0873279,1.3649238,S,0
-2.9057262,2.3033803,S,1
2.0901265,0.50881946,S,0
2.0611832,-0.20581476,S,0
-4.6124516,2.410388,R,0
2.030519,-0.37717482,S,0
-2.773045,1.7320477,R,1
2.399943,-0.0005039399,S,0
-3.096698,3.035668,R,1
-0.16923605,1.7691315,R,0
-3.692282,1.9704374,S,1
-3.3812077,2.9086554,R,1
0.74072134,2.07098,R,0
-2.3095922,-5.1783056,S,0
4.180325,0.6537312,R,0
3.6785178,0.32404166,R,1
4.1834702,0.45133886,R,0
-1.950078,-5.192657,S,0
4.064358,0.6598014,R,1
4.0901766,0.48883924,R,1
3.6941245,0.45263004,R,1
2.6123233,0.41164216,R,1
-1.8423864,-4.9261727,S,1
4.1087494,0.5703106,R,0
-1.2870698,-5.104469,S,0
4.1299906,0.6422627,R,1
-3.4604063,-4.2053776,S,1
4.106958,0.37755617,R,0
1.093684,-1.5839661,S,0
4.059707,0.64919615,R,0
-3.0852432,-5.0189204,S,0
-2.511041,-4.624488,S,1
4.178025,0.5402365,R,1
3.8886006,0.42797008,R,1
-2.818416,-4.817607,S,1
4.0872884,0.5320294,R,0
-1.5057368,1.2573363,R,0
4.2670574,0.64099246,R,0
4.0489664,0.451583,R,0
-3.3623111,-2.6478152,S,0
-2.3237774,-5.235216,S,0
3.998564,0.64113706,R,0
4.2981024,0.6393879,R,0
-2.0813491,-4.9596934,S,1
3.81266,-0.041385815,R,1
4.085597,0.11096749,R,0
3.7459142,-0.046756305,R,0
-0.40910158,-4.3869443,S,0
3.9604094,0.14455767,R,0
-0.91195226,-4.583037,S,1
-0.20401075,-4.087463,S,0
3.9479227,0.16414692,R,1
-0.6069987,-4.6521215,S,0
-0.46777856,-4.3371587,S,0
2.8415666,-0.30848405,R,1
-0.5446699,-4.554546,S,0
-0.44233584,-4.492405,S,1
3.6148622,0.1721887,R,1
-0.8847448,-3.8277078,S,1
0.28534716,-3.8161085,S,0
-0.8894908,-4.360302,S,1
3.6452143,-0.57466584,R,0
2.8084188,0.7478321,R,1
3.5762231,0.009689598,R,1
-4.094857,-0.09900919,S,1
-3.9302366,0.8172284,R,1
0.0118060205,-1.1729358,R,1
3.7604113,-0.1788262,R,1
0.7198732,-2.8396869,S,1
0.53923136,-3.2979221,S,0
2.0397663,-1.9320713,S,0
1.651593,-1.2324938,S,0
3.8893414,-0.10534522,R,0
-2.7673075,-2.3914816,S,1
-2.8266134,-2.5362408,S,1
3.8568988,-0.038600978,R,1
-0.650471,1.0574465,R,1
3.596872,-0.41389263,R,0
2.1037486,-1.6869482,S,1
0.6920387,-3.879146,S,1
0.72717553,-3.284358,S,1
-1.7793111,-1.6280109,S,0
-2.0964158,0.9895542,R,0
0.80931383,-3.9825218,S,1
-4.0588503,1.0459933,R,0
3.3614452,-0.32105997,R,0
3.675089,-0.30178493,R,0
-0.51892686,-3.529095,S,0
-0.2196262,-3.6039922,S,1
-1.1167496,-2.084825,S,1
0.1028979,-3.0184624,S,1
-0.786082,-2.5782585,S,0
0.6983156,-3.3767262,S,0
2.4910905,0.4567832,R,0
-1.9861932,0.5196527,R,0
-3.457714,-1.2575994,S,0
-0.21533029,-4.158976,S,0
-2.4994235,-1.6313446,S,0
3.5396671,-0.10889722,R,0
3.158682,0.3770354,R,1
3.6694865,0.09000788,R,0
3.612341,0.027689068,R,1
1.3145455,-3.776388,S,1
-2.2012892,0.3131078,S,1
3.383532,-0.13614732,R,0
-0.023838801,-3.5506408,S,0
3.1863637,-0.20364054,R,0
1.2136855,-3.6239076,S,1
-0.06428342,-4.061737,S,0
1.2298357,-3.8963695,S,0
3.6375897,-0.042461805,R,0
1.3369794,-0.8035404,R,0
-2.07815,0.82534057,R,1
-3.8648586,0.1113544,R,0
3.8517222,-0.03431063,R,0
1.6698174,-1.596056,S,0
1.3707422,-3.5659864,S,1
3.6499078,-0.035643812,R,0
2.5718222,-1.4246062,S,0
-1.8536067,0.44095814,R,1
1.0626698,-3.5908103,S,1
1.4598142,-0.27627346,R,1
3.9790688,0.08822201,R,1
3.484969,0.2096488,R,0
3.5114665,0.01061426,R,1
3.6190715,-0.47354543,R,0
-4.5560474,-0.98269457,S,1
3.0932622,0.31528333,R,1
3.3992198,0.0038952157,R,0
2.4457834,-1.9564782,S,0
-1.1133014,-0.4007069,R,1
3.6600714,-0.09105965,R,1
3.9092972,-0.037204772,R,1
-0.3439357,-2.7015514,S,0
-2.4115295,1.4127663,R,0
2.1594663,-1.9856755,S,1
-1.5999631,-2.604857,S,1
3.6693377,0.05440294,R,0
0.9106461,-0.3020049,R,1
3.8828557,0.01235519,R,1
0.29385182,-2.93396,S,0
-3.4069076,1.6245011,S,0
-2.0784695,0.9005557,R,0
2.3250022,-2.1262224,S,0
-0.30298054,-2.3075817,S,1
3.808751,-0.09135982,R,1
3.9821925,0.1225359,R,1
-4.243786,1.7489175,R,0
-0.009908687,-4.1353536,S,1
-0.22445552,-3.6959171,S,0
3.8303611,-0.16552609,R,1
0.8753976,-2.210309,S,1
3.9632332,0.04921447,R,0
3.4514062,-0.24287567,R,1
1.0154535,0.27753934,R,0
-2.6719341,-1.3188217,S,1
3.6269853,-0.12911497,R,1
3.6995485,-0.44922504,R,1
2.173702,-1.1409106,R,0
3.7974563,-0.1503714,R,0
0.28759393,-2.531277,S,0
-1.8175346,-2.6266925,S,0
-0.14084877,-3.9756858,S,1
3.6513126,-0.15118466,R,0
-0.7361005,-4.0643506,S,1
0.35536325,-2.1918352,S,1
2.855036,-0.4158895,R,0
3.9008067,-0.090086155,R,0
0.70654684,-3.1275957,S,1
0.08996271,-2.6096866,S,1
3.4282467,-0.32968733,R,1
3.7755952,-0.21413586,R,1
-0.4634755,-4.186262,S,1
1.2608877,-2.3898125,S,0
-0.61937153,-4.565508,S,1
3.8647058,0.08579616,R,1
-3.0357425,-0.5394548,R,0
3.9998057,1.9434289,R,1
3.0777469,-0.107993245,S,1
2.1791084,0.17146696,S,1
-3.694928,2.6613686,R,0
3.4662542,1.8435102,R,0
4.0428247,1.3309764,R,0
3.0005398,-0.599965,S,1
4.015479,0.8965388,R,0
-0.07038815,-0.7427931,S,0
3.8861296,1.4639415,R,1
2.8091214,-0.6405437,S,1
0.24890402,1.0407223,R,0
3.7930944,1.8968128,R,1
2.9418306,1.2211509,S,0
1.0296621,-0.05976475,S,0
3.2914257,1.6383727,R,0
-1.0179173,2.3011878,R,0
-3.298037,0.946368,S,0
0.67119104,-0.31059375,R,0
1.8781574,0.86459804,S,0
2.7954748,-0.08627821,S,1
3.8988624,1.8366308,R,1
3.1650221,-0.21438795,S,1
4.038963,1.3444394,R,1
-4.0009165,1.7723634,S,0
3.9488473,2.1194255,R,1
3.4067504,1.8808359,R,1
3.9958873,1.7750021,R,1
0.031534243,-0.9105646,S,1
-4.5056453,0.6565316,R,0
-3.4909823,0.36696875,S,0
-2.5393853,1.491876,R,0
0.5441262,0.83964413,R,0
2.7054517,-0.10623963,S,1
3.5920572,1.9185456,R,1
3.8314724,1.1465685,R,0
0.13086693,1.0148988,R,1
3.9881306,1.3927047,R,1
2.6704264,-0.19940272,S,1
4.11162,0.7773377,R,1
-3.3908339,0.5969113,R,1
2.614138,1.4293499,S,1
1.9641438,1.1986753,R,1
2.4055953,3.2868664,R,0
-4.4029174,1.5000874,R,1
2.711545,-0.21567565,S,1
4.0074277,1.1235542,R,0
3.8474765,1.6719228,R,1
3.2239544,1.5516939,R,0
2.1915107,0.41358376,S,0
2.600918,0.1156778,S,1
2.341682,0.23744342,S,0
-2.758884,2.516247,S,0
2.865221,-0.09344167,S,1
2.9051023,1.487173,R,0
-3.9362571,-0.32835174,S,1
2.7337594,0.91487086,S,1
0.29680422,-0.5186326,S,1
3.8188832,1.7518847,R,1
3.9745438,1.3502262,R,1
4.0118194,1.3555986,R,1
2.8211756,-0.4450809,S,1
3.1426823,0.045304246,S,1
3.964876,0.8494093,R,1
2.1009345,0.19489837,S,1
3.2701256,0.3180338,S,0
2.442653,1.6917368,R,0
2.7367346,-0.15058972,S,1
3.9029834,2.0903344,R,1
-1.8800877,0.30192018,S,0
-1.9580394,0.9351779,R,0
-2.655821,-0.045171864,S,0
3.8639734,1.8847543,R,1
-4.04792,2.0836844,S,0
1.9804884,1.0823995,R,0
2.7085629,-0.10069038,S,1
4.0804563,1.389619,R,1
4.0818973,1.6984311,R,1
2.9612103,-0.14980236,S,1
4.134541,0.9938638,R,0
2.9662762,1.7182617,R,0
3.8207974,2.2958064,R,1
-4.636058,1.4562339,S,1
1.869189,-0.25781938,S,1
2.9857867,2.4294786,R,0
-1.3273478,-0.9086598,S,1
2.389285,2.769049,R,0
3.381139,0.7948161,S,0
1.9154006,0.284615,S,0
3.1006298,2.683422,R,1
3.9430604,1.818384,R,1
-4.1364055,-0.1395523,R,0
1.4194968,-0.27267805,S,0
3.2309976,0.15502162,S,1
3.0455673,2.8003356,R,1
3.4901667,2.1980982,R,1
4.129003,1.6402473,R,1
-4.2870383,0.9542429,S,1
1.3533984,1.4496849,S,0
-1.1241676,-4.3774223,S,0
-1.0497572,-2.761663,S,1
2.1028044,-0.4446811,R,1
2.1462898,-2.8900933,S,1
-4.4070387,-1.2195052,S,0
0.09998192,-2.9190974,S,1
3.7260935,0.6527261,R,0
0.17424925,-2.839267,S,0
3.7817535,0.47247157,R,1
-3.543933,1.0138749,R,0
1.4756993,1.2623581,S,0
3.9711387,0.5191462,R,1
-2.0854871,-4.27955,S,1
-3.0717945,0.998811,S,0
3.3187747,0.040055715,R,0
1.7502278,0.1308783,R,1
-1.0676348,-2.8469574,S,1
3.8346636,0.30640098,R,0
2.9247122,0.22477186,R,0
1.6466713,1.1412437,R,0
1.7936338,-0.09571518,R,1
2.2628772,0.7796417,R,0
1.8625089,-0.49723563,R,1
-2.7515852,-0.83033067,R,1
3.7205343,0.59438217,R,0
3.3142917,-0.30899373,R,1
4.0808406,0.5558,R,1
3.5666773,0.45376685,R,0
2.629332,-0.5279001,S,0
3.7341673,0.57244545,R,1
-0.2549064,-3.627347,S,1
1.9538764,-0.011790865,R,0
-0.5038657,-3.6924841,S,1
3.197974,0.45625696,R,0
2.5599012,1.7080206,S,0
-0.9772525,-3.7484899,S,1
-1.0102694,-2.0659294,S,1
-0.060315616,-2.4576435,S,1
4.0168567,0.5378955,R,1
-1.1085118,-2.1128347,S,0
0.13720812,-3.990516,S,0
2.9598513,0.17765528,R,1
3.9254115,0.5195742,R,1
-0.12719753,-0.5023085,R,0
-0.44210252,-4.3184915,S,1
0.3364999,-3.615432,S,1
-0.44273958,-1.2977519,S,1
0.8378314,-3.160621,S,1
0.8754923,-0.8028543,S,0
2.6162286,0.32686824,R,0
-2.5084302,1.429979,S,0
1.3681737,1.1435779,S,0
3.085689,0.885681,S,0
-0.6368671,-2.835451,S,1
3.4437928,0.3737367,R,1
-2.0365522,0.38663658,S,0
3.6772335,0.43110317,R,1
1.1775284,-2.5336921,S,1
0.23116443,-3.789023,S,1
2.9500735,0.24695419,R,0
3.5716174,0.66636956,R,0
3.2650506,0.37132296,R,1
3.164656,0.19188006,R,1
3.6491659,0.104839556,R,1
-0.3181484,-2.7685435,S,1
1.1964928,-3.2303357,S,1
0.8339522,-1.588635,S,0
3.7922976,0.3684573,R,1
1.0016071,-3.4636886,S,0
0.3869683,-3.5623438,S,1
0.21400325,-1.0382102,S,0
1.1613357,-2.2378826,S,1
3.171127,1.4071354,R,0
2.4819047,1.5724338,R,0
3.8802724,0.62043446,R,1
3.0477068,0.4197172,R,0
1.7170764,-1.2311963,S,0
3.990119,0.32080594,R,0
-3.2696006,-3.9586878,S,0
3.2500968,1.124907,R,1
-1.1583054,-4.2928276,S,0
1.1524676,0.52135247,R,0
2.2846384,1.0374786,R,1
2.977424,0.8950855,R,0
3.9265716,1.1907743,R,1
3.5434108,0.7707428,R,0
-4.2463236,-2.695003,S,1
-1.1091244,-3.460518,S,0
2.4109607,0.78068453,R,0
0.578861,-2.4233809,S,1
0.7700825,-2.1678684,S,1
-1.1376904,-3.4659278,S,0
-4.6874614,-2.298696,S,0
-5.094402,-1.7157074,S,0
4.1108747,0.9494088,R,0
3.334093,0.8455597,R,0
0.31501424,-2.2827945,S,1
-3.9230106,-1.7495596,S,1
0.13696238,-3.5731828,S,1
2.508818,0.28591162,R,0
3.768484,0.8850175,R,1
3.9441082,1.0952396,R,1
-1.2950461,-4.035202,S,1
4.1239996,1.0068129,R,1
0.20731427,-3.6397233,S,0
3.422143,1.114824,R,1
-1.196388,-3.8481882,S,1
4.135701,0.8603057,R,1
-2.9871202,2.0420854,R,0
-1.7830759,-0.57076573,R,0
-3.2024233,1.9914743,S,0
-0.12594682,-3.5604334,S,0
0.14096269,-3.298943,S,1
4.175454,0.6970002,R,1
-0.76020604,-3.3003469,S,0
-2.6976304,-3.6370006,S,1
4.228728,1.100891,R,1
-4.5026073,-2.552223,S,1
4.2339125,0.9032946,R,1
-3.186734,-1.491683,S,0
-3.7656295,-3.3806524,S,1
-0.18462281,-3.2909367,S,0
-1.1841819,-3.7439837,S,1
3.5483403,0.8742677,R,0
0.60350454,-2.4872584,S,1
0.116603665,-0.00687169,R,0
4.098099,1.1572537,R,1
-0.44472983,-3.8321228,S,1
-3.3720636,-2.120929,S,0
1.339505,0.5665661,R,0
1.5373088,0.34958544,R,0
-5.2202826,-1.8236715,S,0
0.17417099,0.12919945,R,1
-4.158796,-1.29162,S,1
4.114385,0.97497356,R,1
-0.540467,-2.4767468,S,1
3.8664765,0.859923,R,1
3.349392,0.6758504,R,0
-1.5909426,-2.922906,S,0
-0.1528567,-2.4025548,S,0
-3.137965,-2.163089,S,1
-0.8304349,-3.384206,S,1
1.3999879,0.03873019,R,0
-0.3533374,-0.34682694,R,0
0.17128131,-3.2816541,S,0
3.8932755,0.72275317,R,0
0.99947,-2.5051494,S,0
-3.747951,2.3832793,S,0
-0.18937281,-4.039344,S,1
-5.0505314,-0.8312979,S,0
4.0541763,0.89288974,R,1
0.030416543,-3.6486683,S,0
3.8565936,0.8772567,R,0
0.64598,-1.8627352,S,0
4.107991,0.96705943,R,1
0.34834564,-2.4011893,S,0
-3.3181162,-1.6153784,S,0
-0.3715905,-4.058583,S,0
3.8246367,0.82925,R,1
-4.09934,-1.0463712,S,0
-5.125587,2.0392392,S,0
-0.5179321,-2.1957088,S,0
3.891664,0.59079087,R,0
3.6016774,1.000088,R,1
3.9563785,1.347371,R,1
-0.7561437,-3.4574623,S,0
-5.018097,0.4622091,R,1
4.105356,0.69190544,R,1
3.8473818,0.6976632,R,1
3.653352,0.47197765,R,1
4.0849285,0.593883,R,0
-4.2760725,-1.3416647,S,0
-4.60747,-3.4559736,S,1
-2.3870337,-4.3301373,S,1
-5.3406215,1.8272115,R,0
2.993354,0.377758,R,1
-1.5124865,-1.8079717,S,0
3.682614,0.6850521,R,1
-3.9265451,-1.0180272,R,1
3.599381,0.6633649,R,1
-2.0981731,-0.8788623,S,0
-3.7703547,0.13561374,R,0
-2.255474,-4.6853905,S,1
-1.5759755,-5.024709,S,1
-1.8684179,-4.547319,S,0
-1.6307658,-4.8176785,S,0
-1.3011519,-5.013453,S,0
1.9169017,0.013422502,R,1
-0.21295935,-4.043159,S,1
-3.8342702,-4.336088,S,0
-4.7825665,-3.2821336,S,1
-4.6711698,-0.54695123,S,0
-2.5418935,-0.7019672,R,1
3.8108773,0.51410955,R,0
-4.013456,-1.9911511,S,0
-3.3214529,-3.1661594,S,1
3.2470012,0.50844675,R,0
-2.9677837,-3.6779363,S,0
-4.2856736,-1.3275037,S,1
-1.5850625,-3.9965599,S,1
-4.689269,0.79443705,R,1
-2.1174588,-3.1980298,S,1
-1.5749295,-4.953528,S,0
-1.1234118,-4.5513673,S,0
-2.8132858,0.44289136,S,0
-0.584671,-1.1133193,R,1
3.7739303,0.6981324,R,1
-4.9126353,-2.4627483,S,0
-5.143281,-1.2717335,S,1
-2.1526196,-4.3165216,S,1
3.2202318,0.98767656,R,0
-0.8448424,-3.4876442,S,1
1.1078423,0.037366085,R,1
-1.0801805,-5.1039953,S,0
-2.7491224,0.7687923,S,0
-4.9445868,-1.5930486,S,1
-1.7489843,-4.807696,S,1
3.4171753,0.5885125,R,0
-2.0633214,-4.987592,S,1
-1.9311692,-3.8340087,S,1
1.3269225,-1.0065671,S,0
3.4563987,1.1357218,R,0
4.1407824,1.143065,R,0
3.7065356,0.42459524,R,1
-2.1443295,-3.2640145,S,0
-2.4725926,-2.2601042,S,1
3.5440583,0.569919,R,1
-2.5151286,-4.7121296,S,1
2.8966293,0.8390624,R,0
4.020368,0.31463426,R,0
-3.165045,-2.1713178,S,0
2.9240506,0.48030916,R,0
3.063065,0.14831764,R,1
3.5002797,0.17020343,R,0
-1.5893538,-2.7747605,S,0
4.0151415,0.43249366,R,1
-2.305593,-3.8573313,S,0
-0.55068594,-3.7010536,S,0
3.7262104,0.5331081,R,1
