pc1,pc2,device,label
2.6505325,0.5321171,R,0
-1.4711857,-2.1803515,S,1
-6.1738734,0.75892127,S,1
3.9329789,0.32823327,R,0
-2.8065512,-4.5992923,S,0
3.9861057,0.551656,R,1
-5.2693906,0.9982117,R,1
-2.026843,-5.133161,S,1
3.8847644,0.5419773,R,0
-2.676945,-4.4194884,S,1
-2.127933,-3.5783105,S,1
-1.8635949,-3.6565564,S,0
2.939651,1.1676445,R,0
-1.2642105,-2.2866054,S,0
-1.3823631,-4.5322213,S,0
0.5161496,-1.0457879,S,0
3.777802,0.4747554,R,1
-1.35011,-0.816581,R,1
2.7787025,0.23407502,R,0
-2.0122423,-3.9258914,S,1
-1.4726979,-3.6177843,S,0
2.9010174,0.6583256,R,0
-0.7584383,-0.9006653,R,1
-1.9982346,-3.2174678,S,1
3.927571,0.5782836,R,0
-3.3645515,-3.9869146,S,1
-0.7869281,-0.18544513,R,1
-4.7376738,0.9819059,S,1
3.8300743,0.33620533,R,1
-1.9771045,-3.004991,S,1
3.2921731,0.76964426,R,0
3.041251,1.2387145,R,1
3.241655,1.1265118,R,0
3.4069507,0.35335866,R,0
-5.3705544,2.0511577,S,1
-4.4547997,0.17140964,S,1
3.6791098,0.13890897,R,1
3.7307477,2.4142013,R,1
-3.3921409,2.9728718,R,0
3.3518615,0.5921069,S,0
-5.4649467,2.82147,S,1
3.0495093,0.4402356,S,0
-4.4890604,2.2200115,S,1
3.807672,2.155545,R,1
-2.9308925,2.1392405,R,1
4.124769,1.7695175,R,0
-3.5696764,2.4441555,R,1
3.902701,1.9788048,R,0
3.5252156,0.5541712,S,0
-4.1009054,3.0572937,R,0
2.73604,1.2321092,S,1
3.5860739,0.49494332,S,0
3.4430428,0.558092,S,0
3.559789,0.40928096,S,0
3.0920966,2.3172655,R,1
-3.6339977,3.2514074,R,0
-0.512356,1.5722629,S,1
3.9828053,2.2281961,R,0
-5.1701527,2.1736631,S,1
-3.2006502,1.454708,R,0
-0.9694673,0.646364,R,1
-5.4263024,2.0069308,S,1
-3.812909,3.319181,R,0
-0.8532472,0.092090346,S,1
-3.536266,2.400478,S,0
3.546552,0.62607855,S,0
-4.0452294,3.287226,R,1
-3.6110544,2.3593493,S,1
-3.6761456,2.6619546,S,1
-3.0562735,2.3961735,S,0
-3.900851,2.5210123,S,1
-2.477672,0.88959527,S,1
0.37391958,1.3649768,S,1
3.77136,1.7383742,R,0
-3.3545184,1.8880805,S,1
-3.5390549,3.1808023,R,0
-4.4627867,2.9339614,R,1
-3.3869293,2.5486615,R,1
3.9944706,1.9386028,R,1
3.6746154,0.5339247,S,0
-3.920235,2.755482,S,1
-3.774301,3.386213,R,1
-3.7916348,2.230463,S,0
3.4483147,0.6161276,S,0
-4.828891,3.1926243,R,0
3.35765,0.51874816,S,0
-3.4957411,3.057409,R,0
-4.9084473,2.596198,R,1
-3.7085345,2.7831075,R,1
-0.52251464,2.0074184,R,0
-3.3408418,2.1363845,S,0
1.4355383,2.1409857,R,1
-3.492301,2.2489252,S,0
-4.9921727,2.6333113,R,1
-3.8566716,2.7923307,S,0
-4.150913,2.3958704,S,1
3.9271765,2.1458127,R,0
-0.8673938,0.62500495,R,0
-4.2548122,2.106381,R,0
-3.4999323,2.0859468,S,1
3.1541793,0.7398363,S,0
3.4571095,0.31895328,S,1
-3.426609,2.6771264,R,0
-4.1664305,2.9631958,R,1
-3.174988,2.7816267,R,1
-3.5267618,2.0129418,S,0
1.5045589,1.4009466,S,1
-4.5387993,2.601096,R,0
2.589058,0.3945143,S,0
-3.5926492,2.9883928,R,0
2.589903,2.3066833,R,1
-1.6866314,0.45703477,S,1
-3.6690984,2.3674726,R,0
-4.212204,3.0155842,R,1
-4.064813,2.355219,S,0
-4.9333453,2.2012105,S,1
-3.6621885,3.1494842,S,0
3.604994,2.0001438,R,0
2.7890792,0.6487412,S,0
-4.753179,1.9299418,S,0
-3.7942774,3.1255577,S,0
-2.9731727,2.4132953,S,0
3.0206447,1.0182419,S,1
-4.4415526,2.528477,R,0
3.0994468,2.4231992,R,0
3.3927014,0.6368464,S,0
-1.4942006,-4.876376,S,0
-5.6118374,-0.1429603,S,1
-1.9360644,-4.7011085,S,0
3.9157557,0.52294236,R,0
-1.8377662,-4.174799,S,1
-1.0196896,-4.829204,S,0
-2.4226615,-5.326055,S,0
3.927808,0.43818957,R,1
3.7451484,0.6156084,R,1
3.9124649,0.43478164,R,0
3.8669975,0.529798,R,0
3.787262,0.4900372,R,0
-1.5738503,-5.1558504,S,1
3.7645528,0.2908735,R,1
-1.6066426,-4.9323626,S,1
-1.2530733,-0.95086694,S,0
-0.0120495185,-1.2042539,S,1
4.0301766,0.99328655,R,1
4.1868334,0.9780698,R,0
-2.6802173,0.29728585,S,0
0.92995113,0.47487321,R,0
-1.490282,1.4153771,S,0
3.9989872,0.88135093,R,1
2.7402344,0.87306446,R,1
4.262734,1.1584774,R,1
4.183529,1.1193874,R,0
-1.7851403,-0.9791603,S,0
-4.9166307,0.65033513,S,0
3.5037882,1.105304,R,0
4.0754695,1.2059073,R,1
2.9421039,0.99232864,R,1
-2.1514306,0.40473795,S,0
2.0081892,-1.7540349,S,1
4.263313,0.99721783,R,0
-1.3033324,-0.8245434,S,0
3.9354982,0.98361015,R,1
4.126012,1.1629143,R,0
-3.0077074,-1.2869825,S,0
-0.077883795,-2.8831768,S,1
-4.241686,1.3139004,S,0
-2.3708637,0.33248097,S,0
2.0506012,-1.744558,S,0
4.273876,1.1067022,R,0
1.6369803,-1.7401395,S,0
4.130577,1.3905476,R,1
4.0564675,0.99004257,R,1
3.8399422,1.1067653,R,0
3.783228,0.88418883,R,0
-3.7595148,1.4720129,S,1
2.9602,0.85840714,R,1
2.483198,-1.7123038,S,0
-6.2583137,-0.5455605,S,1
0.4045238,-1.3109618,S,0
4.0257044,0.8953919,R,1
-0.35887906,-1.1226077,S,0
-3.8757896,0.028396348,S,1
-5.8184657,0.029354949,S,1
4.2873816,1.1191503,R,1
4.09686,0.9549595,R,1
2.7063942,-1.8400222,S,1
3.9395614,1.172663,R,1
2.3788426,-1.614262,S,1
0.84064317,-1.585331,S,1
-3.530314,2.7194827,R,0
-4.914178,-0.03317726,S,0
-4.8177047,0.45865282,S,0
-2.1287365,1.5354793,S,0
-0.80394757,-0.11334867,S,0
-1.2117236,1.1335993,R,0
-2.628232,-4.0781503,S,1
4.0122385,1.0752001,R,1
-5.6999183,1.882023,S,1
-3.7674282,0.566072,S,0
-4.2141805,0.9619836,R,0
2.7393706,0.16448142,R,0
-0.13248575,-0.297946,R,1
-5.488479,0.81475973,S,1
-6.5252013,-0.09545033,S,1
-4.512744,-3.9164248,S,0
3.9451535,1.1880777,R,1
3.9164321,0.9873291,R,1
-4.977507,-0.7328996,S,0
-4.0889835,-4.3924885,S,1
-4.319944,1.3472265,R,0
-4.880761,-1.5881286,S,1
-5.410545,1.1891634,S,1
-3.4530773,-0.008432704,S,0
-4.1158504,0.8839475,R,1
-3.4839618,0.5789698,S,0
3.1202123,0.44778568,R,0
-1.6562388,1.4555745,R,0
2.0486355,0.5776997,R,0
-4.308074,-2.5874763,S,0
-3.0717916,0.8590122,R,1
-3.9586208,0.37435412,R,1
3.6943417,0.6619283,R,1
-2.5352988,0.40061513,R,0
3.33859,0.80438733,R,1
-6.139202,-2.8426647,S,1
-5.7723894,0.50868064,R,1
1.3734324,0.006523267,R,0
-4.324577,-1.8417931,S,0
-4.3264065,-4.2958865,S,0
2.9318569,0.59988934,R,1
1.8323028,0.74584466,R,1
3.6455524,1.2639992,R,1
3.3425393,0.6759543,R,1
-4.7884912,-3.2760096,S,1
-3.2069716,2.1142347,R,0
-4.358591,-4.2990875,S,1
0.25253716,-0.7939245,R,0
2.2076478,0.7248829,R,0
-5.106127,1.7011262,R,0
-4.8675084,2.4584897,S,0
3.7643757,0.9529519,R,1
-5.1952915,-3.4457016,S,1
-4.669612,-0.1246244,S,0
-1.3911517,0.99942434,R,0
3.454228,0.74883527,R,1
2.275142,0.87970555,R,1
-5.7687693,2.0584881,S,1
-5.0978026,-2.5177782,S,1
-2.6856973,-3.0019042,S,0
-4.7963457,1.6202558,S,0
2.7688286,1.4134986,R,0
-4.1410885,-1.3516918,S,1
4.1194587,1.2248193,R,1
2.215871,0.98949033,R,1
-5.1446524,1.6069762,R,0
-0.5978061,-0.46439615,R,1
-3.6064477,0.9563784,R,0
3.8630621,1.0261233,R,1
-4.1590085,-4.2994266,S,1
-5.0002046,2.257892,S,0
-4.2509165,-3.5822685,S,0
-6.3191047,-0.58794147,S,1
-6.2298794,-1.8328978,S,1
0.68599534,-0.33144575,R,1
-3.3010783,0.94265556,R,0
-4.7441936,-3.422826,S,1
2.1519248,0.6488906,R,0
-4.627211,0.7332406,S,0
-5.4365215,-3.1587536,S,1
-3.1897793,1.1951023,R,1
-4.071219,0.36515614,S,1
-4.135663,2.1461544,R,0
3.7333713,0.73547435,R,1
-4.2504478,1.6469667,R,1
-4.3623962,1.2370387,S,0
-1.9809163,1.9859982,R,0
-2.1721818,1.8262602,R,0
-3.694757,1.9046414,S,0
-1.4043465,-0.8591765,R,0
-4.2698455,2.309794,S,0
-5.5523963,1.6196356,R,0
-2.54837,1.8592824,R,0
-4.766491,1.2860584,S,0
-4.025252,1.1048279,S,0
3.7048438,0.84347045,R,1
0.88618493,0.2693182,R,0
-4.8096437,0.62197,S,0
2.3845015,0.41061735,R,1
-3.883237,2.3698246,S,0
-4.167105,1.7917671,S,0
-6.2951956,0.41460156,S,1
2.470319,0.22591722,R,0
3.4780135,0.59994787,R,1
-1.4102367,0.08291813,R,0
-4.914916,1.8276386,S,0
-4.661937,-0.8078454,S,1
3.569988,1.1373712,R,1
3.9090607,0.9477745,R,1
-6.084718,-2.8747249,S,1
-4.6755133,-2.9715047,S,1
-6.2866755,0.15812415,S,1
-4.8534317,-3.2104015,S,1
3.7088578,0.965906,R,0
-6.431312,-1.2850341,S,1
3.7428756,1.2503213,R,1
-4.77671,0.00468971,S,1
4.0295124,1.016387,R,0
-2.6663892,2.099906,R,0
-2.4585776,2.1221137,S,0
-1.6662604,-0.106768794,R,0
4.0493875,1.1077132,R,1
-2.9303453,-3.756312,S,1
3.7330084,0.99079955,R,1
-3.921278,3.055225,S,0
3.4827437,1.091237,R,1
-3.3671577,2.3564343,S,0
-4.540746,1.872275,S,0
3.2267056,0.76178527,R,1
4.246535,1.1435074,R,1
-4.6452875,-3.0075116,S,1
-4.077287,2.7050424,S,0
-4.3216453,2.4255,S,0
-1.1679351,0.55127305,R,0
-4.191125,2.1232412,S,0
-4.6055236,2.4756613,S,0
-2.555266,1.7046244,R,0
-4.062454,0.5920357,R,0
-2.6409044,2.0141096,R,0
-4.2847695,1.9479779,S,0
-2.035654,-0.19841588,R,1
-3.7744558,2.6983995,S,0
-4.1008086,2.443235,S,0
0.99477595,-0.23018147,R,1
0.15134984,0.7316961,R,1
-3.851234,0.544169,R,0
-5.4854097,1.9486082,S,0
-5.381293,1.086527,R,1
-4.8892293,2.1174407,S,1
-3.411913,0.40479127,R,0
-4.1402106,2.766715,S,0
-4.487937,2.0411873,S,0
-5.220404,2.2853618,S,0
3.7140205,0.7294034,R,0
-4.7903676,0.8626563,R,0
-5.181572,2.618595,S,1
-4.94111,1.9619825,S,0
-5.4467216,0.66320384,R,1
-5.6662993,-1.0707763,S,1
3.8186684,0.87536687,R,1
3.5658073,0.6100372,R,1
-5.356454,-1.596675,S,0
-4.5069275,2.608795,S,1
-4.792283,0.94800436,S,0
-2.996893,-4.0662885,S,1
-4.9950857,1.502455,R,1
-4.252359,2.5332382,S,1
-3.6684523,-4.350766,S,1
-4.3087397,1.8967125,R,0
-5.886759,-3.402565,S,1
-6.3791566,0.42531353,S,1
-4.2297406,2.0448103,S,0
-4.8121285,-2.8028688,S,1
-2.2433896,-4.308821,S,1
-1.254373,-0.69456327,R,1
-2.1974657,-4.409928,S,1
-3.8688803,0.63148624,R,0
1.9168606,-2.0419056,S,0
0.46850365,-0.8431446,S,0
3.9632566,0.3314099,R,0
3.3765235,0.90369475,R,1
1.8019099,-0.60722494,S,1
-4.573876,-0.8833534,S,0
2.4802158,-0.9557392,S,0
-4.170741,1.1548469,S,1
2.468023,-0.5912204,S,0
1.9640485,-0.6313835,S,1
-3.9896555,-0.18614642,S,1
4.1259437,0.7134448,R,0
1.794265,-1.9963697,S,0
1.7858897,-1.7095642,S,1
4.170018,0.7590444,R,1
-4.5283523,0.086289346,S,0
3.1249802,0.9116789,R,1
-3.5330215,0.80980545,S,1
-5.207255,0.0023677116,S,0
3.9354947,1.0954704,R,1
1.8654056,-0.9730743,S,1
3.5920436,1.4417844,R,1
2.298035,-0.3779565,S,1
-5.904529,1.748937,R,0
-3.9892027,-0.4984601,S,1
-2.4103286,0.38920265,R,1
4.106851,1.2481965,R,0
1.876138,-1.8089353,S,0
-1.1902924,-0.13405944,R,1
1.6814208,0.53071904,R,0
1.3912492,-0.2728422,S,0
-4.18406,-0.62406963,S,1
2.0522528,0.76095283,R,1
3.5945666,2.0027416,R,0
-3.878518,1.1566291,R,0
-2.6046026,-1.6680962,S,1
-2.270464,1.2012318,S,0
2.3108149,-0.43760526,S,1
1.454474,-0.13082917,R,0
4.0870957,0.7646909,R,1
0.3965297,1.4264597,S,1
-3.5950103,-0.1935328,S,1
2.5945764,-2.0441778,S,0
-4.3245583,-1.124261,S,1
4.1296606,0.6134972,R,1
2.1851487,-0.7840365,S,0
2.3415217,-0.29033473,S,1
3.0296097,0.73007876,R,0
-4.045904,0.80474746,S,1
-3.2313955,-0.54763764,S,1
0.48205677,-1.375832,S,0
3.922047,0.093886636,R,1
3.8522708,-0.25987414,R,1
-1.983321,-3.0204654,S,1
-2.1028304,-1.3325448,R,1
3.824069,-0.61211884,R,1
3.7035077,-0.10642241,R,1
2.0495577,-0.9292422,R,0
3.5947587,0.09560035,R,0
-3.611245,0.74471146,S,0
3.564102,-0.14973131,R,1
-2.5055313,0.24146281,S,0
-5.6086655,-1.1899481,S,1
1.9556361,-0.1156234,R,0
-1.5884689,-2.2751372,S,0
2.2810636,-0.88631046,R,1
-1.8266312,-0.922731,S,0
-3.606978,-0.06953849,R,0
-4.391102,1.1459033,S,0
-3.6231165,-0.79083323,R,0
-3.9277434,-1.649917,S,1
3.9066834,-0.28668022,R,1
3.5351043,-0.37838978,R,0
-3.5443873,0.16778053,S,1
-3.240383,-1.3403206,S,1
3.6772397,-0.19486123,R,0
-3.124308,-0.57534444,S,0
-0.42378753,-4.185823,S,0
3.3635316,0.15369847,R,1
3.719285,-0.21168698,R,1
-0.8794416,-1.6412799,S,0
-1.2336099,-4.665322,S,0
3.5281582,-0.3124668,R,0
-3.9770796,-1.3766811,S,1
-0.5934921,-4.675729,S,1
3.365802,-0.41894832,R,0
3.4798417,-0.22111234,R,0
3.810105,-0.17921223,R,1
-0.4090633,-0.28620896,R,0
3.8935513,-0.28531834,R,1
-0.7887916,-4.919303,S,1
3.8511572,-0.34020674,R,0
-0.6937517,-4.6114454,S,0
-4.428102,1.5684307,R,0
-3.9589884,1.7573246,S,0
-2.8595552,0.057119094,R,0
3.759308,-0.5610251,R,1
-5.241687,0.93849367,S,0
3.4503102,-0.5982048,R,1
-1.1525649,-2.2146122,S,0
-4.5902953,2.467342,S,0
1.3596752,-1.2515423,R,1
3.7585618,-0.18161894,R,1
-0.28985336,-4.3619366,S,1
2.8822148,-0.25183487,R,0
2.8232224,-0.7377082,R,1
2.6044283,-0.1889874,R,0
2.9062915,-0.68899477,R,0
-1.0426232,-1.6448824,S,0
-3.2242591,-0.3691704,S,0
3.8967495,-0.3622759,R,1
-0.7416304,-1.4649601,R,1
3.8137805,-0.47904578,R,1
-0.83023643,-4.7511353,S,1
-0.8220509,-4.9012527,S,1
3.739114,-0.11639972,R,1
-1.1835699,-5.03248,S,1
-0.21818541,-4.5460944,S,1
3.8508244,-0.37282163,R,1
-1.1987196,-4.929771,S,1
-0.26621366,-4.257536,S,1
2.0262966,-0.018798921,R,0
3.6468432,-0.35279372,R,0
-5.524899,1.2226245,S,0
0.20783187,0.4042669,R,0
-3.677611,2.130733,R,0
-0.53691995,-4.6531644,S,1
-0.7608802,-4.9215074,S,1
-3.9332004,-2.1213882,S,1
-0.80902797,-4.4804745,S,0
-0.640029,-3.4654875,S,0
-0.43038735,-0.58039486,R,0
-2.7070487,-3.3559892,S,1
3.8540232,-0.36065906,R,1
3.699826,-0.33459282,R,1
3.9287667,-0.27358645,R,1
-0.5035725,-4.705456,S,1
-3.431024,3.1121929,S,0
-1.540913,-3.4874084,S,1
-1.5030084,-2.4271815,S,0
-3.4849548,1.8085909,S,1
-3.2675884,-0.9266525,S,0
3.6125996,-0.62510586,R,0
-4.74286,0.857397,S,0
-1.3911339,-4.5943127,S,1
-1.4893453,-1.5041894,S,0
3.704181,-0.16949289,R,0
-4.4471555,0.9056829,R,1
1.0864847,-0.33475205,R,0
3.7073302,-0.2824483,R,1
0.8794652,-1.5506431,R,0
-3.9764555,0.41834095,S,0
-0.63853985,-4.572348,S,1
3.742437,-0.42392957,R,1
2.8689628,-0.5250158,R,0
-0.878447,-1.3816013,S,0
-1.1661682,-1.7524182,S,0
2.757697,0.052871514,R,0
-0.37413463,-3.125023,S,1
-4.4242196,2.218595,R,0
4.115516,0.476726,R,0
4.104324,0.7343684,R,1
1.2949078,-3.2449887,S,1
2.3861074,-1.213694,S,0
1.258994,-1.1590304,S,0
1.4670054,-2.9848728,S,1
0.63249356,-3.5122342,S,1
-4.869231,0.45430246,R,0
1.3850453,-3.346083,S,1
1.580842,-0.3986584,S,0
0.8441541,-0.6280855,R,0
3.8899803,0.75881326,R,0
1.3057184,-1.4866906,S,0
-0.043227315,-3.9505107,S,1
4.146526,0.8976413,R,1
-0.07483459,-3.7901096,S,1
-1.9515177,-3.966854,S,1
0.5982733,-3.3380027,S,1
2.4402282,-1.5609807,S,0
3.778063,0.7278821,R,1
0.64803666,-3.5347362,S,1
1.2549292,-3.3707733,S,1
3.6794958,0.7276834,R,1
1.0320108,-3.4665582,S,0
1.3617638,-0.93155843,S,0
0.69408214,-3.7051852,S,1
3.9382265,0.6315051,R,1
-4.5347075,-2.5143564,S,0
3.5949376,0.65035236,R,1
0.9339367,-3.4581895,S,1
3.9439511,0.6489607,R,1
2.954222,-1.1180899,S,0
-4.66977,-1.8667626,S,1
1.0213599,-3.440552,S,1
1.4134325,-1.1069716,S,0
1.5674454,-0.9182134,S,0
-0.3901889,-3.371572,S,1
3.9768274,0.6778093,R,1
4.0258746,0.7465886,R,0
1.7740223,-0.079692364,S,0
0.45996234,-3.4115322,S,0
-3.1308377,0.5480587,R,0
-4.630765,-0.42290837,S,0
1.7502828,-3.1761098,S,1
-3.515492,-2.436426,S,1
3.8006124,0.73460895,R,1
0.28638092,-3.3553739,S,1
-0.679389,-3.0358756,S,1
1.5723399,-3.1630921,S,0
3.8231587,0.40827757,R,0
2.6492689,0.34075612,R,1
1.4682231,-3.3584929,S,0
-3.6393168,-3.2639122,S,0
1.6348006,-1.4283332,S,0
0.27520517,-0.26680684,R,1
-1.2517945,-3.6302955,S,0
-1.6334267,0.6302099,S,0
2.4897418,0.38010937,R,1
1.428334,-3.2027051,S,1
-3.6977375,-2.881561,S,0
3.649424,0.77580917,R,1
-1.9502605,-2.8622382,S,0
3.0084333,1.0254278,R,0
1.5995002,-0.27287063,S,0
-4.3663826,2.5298796,R,0
-4.6041985,1.9895072,S,0
0.5425163,-2.5229287,S,1
-4.584377,1.95967,S,0
4.2811694,1.2990099,R,0
-3.9502428,1.2254584,R,1
-3.3835747,2.4104054,R,1
-5.4346313,2.1176472,S,1
-4.315313,2.279228,S,0
-3.7191658,-0.47589722,S,0
-0.6777337,-0.5817968,S,1
4.1764135,1.1643865,R,0
4.091602,1.154318,R,0
-1.2730362,0.46897486,S,0
-3.5161288,2.759252,S,0
-3.8942866,2.7650177,R,1
1.1608409,-1.1690298,S,0
-3.542978,-1.4670748,S,1
4.1808195,1.4692043,R,0
-5.620766,1.3900172,S,0
-3.9025218,2.7663634,R,1
-3.6906016,2.7625885,S,1
-3.8008249,3.0856767,R,0
-4.214869,2.2112284,R,1
-3.339827,0.7216274,S,1
2.606264,-1.2997248,S,1
1.4134754,-1.6324807,S,0
-4.807365,2.1170356,S,0
0.82232094,-1.5144669,S,1
-3.5219274,0.75870126,S,1
3.0769992,-0.73225594,S,1
-2.676686,-0.6278085,S,1
-2.8780966,-0.12906693,R,1
2.1574504,-0.76857805,S,0
-5.378343,1.4212399,S,0
2.0664577,-0.79707503,S,0
4.0631213,0.96723044,R,1
2.770175,-1.5316789,S,0
1.5140969,1.2583727,R,1
0.3627974,-0.7279873,S,1
-2.2840571,-0.68514895,S,0
2.3781874,-1.2500573,S,1
4.113007,1.2960649,R,1
-4.446849,2.5337923,S,1
1.3491721,-0.70229083,S,0
-2.4608817,1.8788997,R,0
-3.7769387,2.494556,R,1
3.1534605,-0.5202889,S,1
2.0199642,-1.3055359,S,0
-4.3054233,2.4453118,S,0
-3.6929936,2.9358652,R,1
-3.452652,3.1496835,R,1
-4.28843,2.278012,R,1
-4.4763174,-0.25951645,S,1
-3.6158714,2.5438955,S,0
4.2068896,1.1547586,R,0
-3.1511457,3.2750273,R,0
3.9444196,1.3214028,R,0
-5.170183,2.1287563,R,0
-3.3511763,1.4507123,R,1
1.7110065,-0.50813687,R,1
-5.6234875,-0.6948596,S,1
4.0099244,1.3023729,R,1
-3.499297,1.661913,R,0
3.7829866,0.89860326,R,1
-3.108385,1.90821,R,1
4.192264,1.2191589,R,1
-3.8533094,-1.021409,S,1
-3.333057,2.5668838,S,0
1.842499,-2.053286,S,0
-6.0808744,1.5309699,R,0
4.242085,1.3054152,R,1
3.7140455,0.88688195,R,0
4.1556306,1.2195157,R,1
-5.7648644,1.8222817,S,1
-4.375192,3.0083728,R,0
3.2161188,-0.59839857,S,1
-4.865358,0.99551225,R,1
-4.0227046,2.8055649,S,1
-0.337682,-1.4179832,R,1
-4.5842676,1.6324136,S,1
2.026014,-0.6806415,S,0
-0.6094916,0.07258861,R,0
-6.6775074,0.7465295,R,0
4.318563,1.1477224,R,0
-3.3858144,2.7101066,R,0
-3.3169894,3.2555265,S,0
-4.2384896,2.8155546,R,0
-5.359157,-0.12538192,S,0
1.5836598,-1.444453,S,0
1.5533993,-0.99016875,S,0
-4.0836034,2.248392,R,1
4.1731935,1.0222374,R,1
2.4292617,-1.7244354,S,1
-4.3750825,2.691194,S,1
2.838974,0.14913371,R,1
1.9492829,-1.1966519,S,0
1.1677076,-1.2679136,S,1
4.1640415,1.2055523,R,1
2.7248056,-0.9533458,S,0
4.134214,1.4862866,R,0
4.2826667,1.2351798,R,0
2.1889706,-0.5337715,S,0
1.8522048,0.12142518,S,0
4.142338,0.7975367,R,0
1.7987738,-1.3280736,S,0
4.125714,1.1910172,R,0
4.1951838,1.2184724,R,1
2.8110907,-1.1282095,S,1
2.1071813,-1.7697629,S,1
3.099912,-1.1789114,S,1
3.9569862,1.0302131,R,1
2.5753708,-0.36602727,S,1
-3.0599496,2.497016,R,1
2.5920312,-1.340921,S,1
-2.0644488,-0.33772984,S,1
